id_petak,rezim,luas_m2,luas_ha,perk_per_mm,hujan_mm,irigasi_mm,etc_mm,perkolasi_mm,limpasan_mm,irigasi_m3,etc_m3,perkolasi_m3,limpasan_m3,tma_rata,tma_min,hari_diairi,hari_kering
PTK-10,SRI,877.470651457978,0.08774706514579779,0.058686597183134036,215.8,377.3850253520027,488.4549999999999,111.78828934560487,33.68981225428705,331.1442840461073,428.6049270579066,98.09094307746084,29.561821506266227,-5.488573485324929,-34.364793746482064,12,71
PTK-11,FL,547.6958231814278,0.05476958231814279,0.06046659060437428,215.8,413.02883388532973,510.752,105.08315827821224,35.44842566805367,226.21416717249087,279.73673708156065,57.553606875689724,19.414954676750313,9.878071026672904,-4.367792168035047,48,12
PTK-11,SRI,547.6958231814278,0.05476958231814279,0.06046659060437428,215.8,375.299284179134,488.4549999999999,117.17743505492554,33.33244364772342,205.54985038789144,267.5247633120843,64.17759175069574,18.256040162288436,-5.341452670444155,-35.63232610741556,12,74
PTK-12,FL,784.2233847120224,0.07842233847120224,0.07615555442858436,215.8,432.72306795438135,510.752,129.7697297156797,30.638155250491614,339.3515489941554,400.54366218843484,101.76845667079463,24.027157811872954,9.389534970536408,-4.561923424308083,51,11
PTK-12,SRI,784.2233847120224,0.07842233847120224,0.07615555442858436,215.8,441.4360176180448,488.4549999999999,147.32379124304407,47.46102635471523,346.184447870219,383.05783337951084,115.53476221722742,37.220046729801275,-5.674938617914355,-36.32177767071551,14,75
PTK-13,FL,1545.014754374497,0.1545014754374497,0.07775653142762845,215.8,434.5921543862919,510.752,132.1336791291837,30.161594444459375,671.4512906622202,789.1193758262831,204.14848380437434,46.6001084321496,9.329804686983227,-4.581126295464869,51,11
PTK-13,SRI,1545.014754374497,0.1545014754374497,0.07775653142762845,215.8,438.6834464800419,488.4549999999999,148.1806539991059,43.880410046633166,677.7723973115197,754.6701818479949,228.94129674148095,67.79588095005116,-5.560099124804551,-36.4738704856247,14,74
PTK-14,FL,1429.3330160808182,0.14293330160808182,0.06855753200983482,215.8,426.7432233321745,510.752,117.48890855311024,36.851573174811136,609.9581784974272,730.03469662931,167.9307760182605,52.673170233275776,9.533043050249542,-4.469261610577345,50,11
PTK-14,SRI,1429.3330160808182,0.14293330160808182,0.06855753200983482,215.8,407.98657966289915,488.4549999999999,129.45474604154265,31.7438691975335,583.1486884300687,698.164858369756,185.03394260553452,45.37256030218554,-6.057996749344958,-36.55017788088514,13,74
PTK-15,FL,643.8602498019136,0.06438602498019136,0.05970465963404784,215.8,412.10562221079584,510.752,103.91065371027543,35.68875117681357,265.33842886141605,328.85291030682697,66.90393945497807,22.97856824782152,9.909633799237273,-4.3580870066098845,48,12
PTK-15,SRI,643.8602498019136,0.06438602498019136,0.05970465963404784,215.8,374.2174166472267,488.4549999999999,115.88809110383288,33.48506103704527,240.94371936271014,314.49675831699363,74.61573528718075,21.55969976394429,-5.271351372930556,-35.559942665234544,12,74
PTK-16,FL,654.9084087963683,0.06549084087963683,0.09187039486244662,215.8,454.1361618013886,510.752,155.9304923519263,26.067918646701187,297.4175911022375,334.49577960956276,102.12019062903433,17.072099121544255,9.132157287303563,-4.7456188760439995,53,11
PTK-16,SRI,654.9084087963683,0.06549084087963683,0.09187039486244662,215.8,448.9530379139428,488.4549999999999,174.45355547353375,36.74681665545708,294.0231196845159,319.89328681863003,114.25110042404097,24.065799224157285,-6.641612779371385,-37.412687511932425,14,77
PTK-17,FL,1194.5764896953137,0.11945764896953137,0.12495085677859483,215.8,509.28114001831466,510.752,210.93368218172964,26.567068233763095,608.3752765111059,610.1323312648609,251.97641761915753,31.736395112184596,8.544367176759748,-3.960180897345566,57,10
PTK-17,SRI,1194.5764896953137,0.11945764896953137,0.12495085677859483,215.8,487.6599778272469,488.4549999999999,237.2525258450116,22.078798248279398,582.5471444777671,583.4968592741244,283.41628949528064,26.374813308120643,-8.748197781090182,-37.88869253208824,15,82
PTK-18,FL,819.8452086827696,0.08198452086827696,0.09171089577736907,215.8,453.94986177881844,510.752,155.69720044746686,26.11313447643704,372.1686191615698,418.73758002514194,127.64760379217647,21.40872818419575,9.137576744296666,-4.743807743475266,53,11
PTK-18,SRI,819.8452086827696,0.08198452086827696,0.09171089577736907,215.8,448.722698308962,488.4549999999999,174.17806983100212,36.7862207259451,367.8831542358064,400.45749140714213,142.79905600855994,30.15900680771288,-6.631645267245238,-37.397535098850064,14,77
PTK-19,FL,841.6022002882343,0.08416022002882342,0.10015231869737314,215.8,473.7801444400033,510.752,170.6299837537708,31.103931542651615,398.73441201358423,429.85000700161623,143.60256976231918,26.17713722391021,9.01108055744056,-4.83817608286055,54,11
PTK-19,SRI,841.6022002882343,0.08416022002882342,0.10015231869737314,215.8,455.5946524557613,488.4549999999999,192.08729365231534,26.052842276551416,383.42946194632214,411.0848027417894,161.66108898520076,21.926129383708002,-6.91952828199737,-38.17670868276358,14,76
PTK-20,FL,2136.0871126497304,0.21360871126497305,0.05970772036606434,215.8,412.1093364449621,510.752,103.9153706813492,35.687784485767935,880.3014425827154,1091.010764960075,221.97228411864964,76.23221651906987,9.90950683504971,-4.358126044700361,48,12
PTK-20,SRI,2136.0871126497304,0.21360871126497305,0.05970772036606434,215.8,374.22176905749444,488.4549999999999,115.89327802305533,33.484446900795746,799.3702981566975,1043.3824306093238,247.5581376277807,71.525695498994,-5.271633676889318,-35.56023343477611,12,74
PTK-21,FL,860.6159389574896,0.08606159389574895,0.044467449777926875,215.8,398.3486764549842,510.752,77.88531668502534,40.6340342677381,342.8252202197794,439.56131205441574,67.02934494988452,34.97029755496023,10.202196875378373,-5.6630508434866655,47,11
PTK-21,SRI,860.6159389574896,0.08606159389574895,0.044467449777926875,215.8,344.6284469288578,488.4549999999999,88.50103456330349,36.65248284556765,296.5927344451403,420.3721584634805,76.16540095940667,31.54371093926148,-4.542395937239937,-35.58989867201879,11,72
PTK-22,FL,798.458686970811,0.0798458686970811,0.08108319731145171,215.8,440.3335646820596,510.752,138.89507634772164,29.179473637802353,351.58815988521394,407.81437128771563,110.90198028731236,23.298604207339057,9.401527413750097,-4.620671678357346,52,11
PTK-22,SRI,798.458686970811,0.0798458686970811,0.08108319731145171,215.8,443.46015230478474,488.4549999999999,153.90209235107625,42.995557505314565,354.08461093315424,390.0111379443274,122.88446258070083,34.330176391271465,-5.890338249511614,-37.67748775803065,14,74
PTK-23,FL,1482.894049735056,0.1482894049735056,0.07452000833294692,215.8,430.9812358590017,510.752,127.51963828096827,31.127664289700597,639.0995102027742,757.3911016902792,189.09811283121448,46.1590281573474,9.471037426676359,-4.542190540096684,50,12
PTK-23,SRI,1482.894049735056,0.1482894049735056,0.07452000833294692,215.8,416.65517890270814,488.4549999999999,139.36507750553122,30.60946154717,617.8554855861211,724.3270130633366,206.66364417381712,45.390588393892386,-6.527468979595118,-37.08680074996522,13,74
