petak,kode,nama,jenis,rezim,tanam,bulan_tanam_optimum,terhubung,tingkat,hulu,n_ruas_hilir,panjang_m,panjang_km,luas_ha,luas_m2,luas_layanan_sendiri_ha,luas_layanan_hilir_ha,zona_iklim,cuaca_dari,cuaca_jarak_km,efisiensi_kumulatif,nfr_mm_hari,dr_l_detik_ha,debit_l_detik,debit_l_detik_hilir,debit_l_detik_bersih,debit_l_detik_km,irigasi_m3,irigasi_m3_andalan,irigasi_m3_kotor,irigasi_m3_sendiri,etc_m3_sendiri,perkolasi_m3_sendiri,limpasan_m3_sendiri,water_loss_m3_sendiri,debit_l_detik_sendiri,irigasi_mm,hujan_mm,masuk_mm,keluar_mm,etc_mm,perkolasi_mm,limpasan_mm,etc_m3,perkolasi_m3,limpasan_m3,water_loss_m3,etc_pct,perkolasi_pct,limpasan_pct,loss_pct_masuk,irigasi_pct_masuk,hujan_pct_masuk,elev_rata_m,eto_rata_mm_hari,hujan_tahunan_mm,tma_rata,tma_min,hari_diairi,hari_kering,hari_limpas,n_musim
SS Cikondang,R018,SS Cikondang,Sekunder,SRI,Jan,Jan,True,60.0,SS Cipanas Kiara,2,860.6545562371455,0.8606545562371455,90.43048327908105,904304.8327908105,0.0,90.43048327908105,SS Cikondang,,0.0,0.81,0.8779643225578615,0.1254521494281352,11.344698501185757,11.344698501185757,9.189205785960464,13.18147730581447,111152.63318697778,166495.75811683445,137225.47307034294,0.0,0.0,0.0,0.0,0.0,0.0,122.91500515810061,1395.0,1517.9150051581007,1326.7027008480206,474.91478772061464,192.0,659.787913127406,429467.7376995736,173626.5278958356,596649.3984580766,1199743.6640534857,35.79662477637619,14.471968729488133,49.73140649413569,87.40296369293984,8.097621061812893,91.9023789381871,633.0,3.4844117065267404,2402.2727272727275,30.0074075083633,-0.7202431900814608,19.0,1.0,64.0,9.0
SS Wanakerta,R019,SS Wanakerta,Sekunder,SRI,Jan,,True,60.0,SS Cipanas Kiara,0,1447.7737976330445,1.4477737976330445,0.0,0.0,0.0,0.0,SS Wanakerta,,,0.81,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
SS Cibatu,R020,SS Cibatu,Sekunder,SRI,Jan,,True,60.0,SS Cipanas Kiara,14,3151.202004753337,3.151202004753337,193.26133824649622,1932613.3824649623,0.0,193.26133824649622,SS Cibatu,,,0.81,,,25.457566308089643,15.892020064350278,20.620628709552612,8.078684346382406,249427.12487074843,348642.5142565753,307934.72206265235,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,921533.127970109,371061.76943327277,1191464.7144435789,2484059.6118469606,37.09786687787762,14.937715973626698,47.964417148495684,,,,,,,,,,,,
SS Munjul,R021,SS Munjul,Sekunder,SRI,Jan,,True,62.0,SS Munjul,0,4369.918561840761,4.369918561840761,0.0,0.0,0.0,0.0,SS Munjul,,,0.81,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
CK.6.Ka,R022,CK.6.Ka,Tersier,SRI,Jan,Jan,True,60.0,SS Cipanas Kiara,0,700.4123719991428,0.7004123719991429,72.54313493816394,725431.3493816395,72.54313493816394,0.0,SS Cipanas Kiara,,0.0,0.9,0.876690441210753,0.11274311229562152,8.178738808609841,8.178738808609841,7.360864927748858,11.677033609880109,89037.02216605018,133371.13667303303,98930.02462894465,89037.02216605018,342973.7998447165,139282.81908127476,479751.7866083307,962008.4055343219,8.178738808609841,122.73666176950542,1395.0,1517.7366617695054,1326.1191515287308,472.7860191554566,192.0,661.3331323732741,342973.7998447165,139282.81908127476,479751.7866083307,962008.4055343219,35.651850635777016,14.478337016599541,49.869812347623444,87.37478542441146,8.086821967284408,91.91317803271559,672.0,3.4671214920593423,2402.2727272727275,30.033009373406156,-0.6979658491042624,19.0,1.0,64.0,9.0
CO.2.Ki,R023,CO.2.Ki,Tersier,SRI,Jan,Jan,True,61.0,SS Cikondang,0,1129.7741679591954,1.1297741679591955,66.58068549119153,665806.8549119153,66.58068549119153,0.0,SS Cikondang,,0.0,0.9,0.8779643225578615,0.11290693448532169,7.51742109474177,7.51742109474177,6.765678985267593,6.653914833546875,81837.65300579682,122584.7889431638,90930.72556199647,81837.65300579682,316201.5211634223,127834.91614308774,439291.3153482542,883327.7526547643,7.51742109474177,122.91500515810061,1395.0,1517.9150051581007,1326.7027008480206,474.91478772061464,192.0,659.787913127406,316201.5211634223,127834.91614308774,439291.3153482542,883327.7526547643,35.796624776376184,14.471968729488129,49.731406494135676,87.40296369293984,8.097621061812893,91.9023789381871,633.0,3.4844117065267404,2402.2727272727275,30.0074075083633,-0.7202431900814608,19.0,1.0,64.0,9.0
KL.7M.a,R024,KL.7M.a,Tersier,SRI,Jan,Jan,True,5.0,SS Kawung Luwuk,0,355.1908551736623,0.35519085517366233,13.11655774396322,131165.5774396322,13.11655774396322,0.0,SS Kawung Luwuk,,0.0,0.9,0.9910757941534405,0.12745316282837454,1.6717467698891215,1.6717467698891215,1.5045720929002093,4.706615459093843,18199.304035720932,24390.900920126922,20221.44892857881,18199.304035720932,63028.965817099925,25183.79086840938,71583.05412713997,159795.81081264926,1.6717467698891215,138.75061118148167,1315.3000000000002,1454.0506111814818,1218.2755104798275,480.52977806702717,192.0,545.7457324128004,63028.965817099925,25183.79086840938,71583.05412713997,159795.81081264926,39.44344066128085,15.759981904616902,44.796577434102254,83.78494538714327,9.542350872418432,90.45764912758158,597.0,3.578501841659981,2307.909090909091,29.161940428976045,-1.6600643622586317,23.0,2.0,55.0,9.0
KL.7M.b,R025,KL.7M.b,Tersier,SRI,Jan,Jan,True,5.0,SS Kawung Luwuk,0,961.8047925887993,0.9618047925887993,37.33174127127997,373317.4127127997,37.33174127127997,0.0,SS Kawung Luwuk,,0.0,0.9,0.9910757941534405,0.12745316282837454,4.758048498915195,4.758048498915195,4.282243649023676,4.94700019752283,51798.019178590395,69420.25646497669,57553.354642878214,51798.019178590395,179390.1334794384,71676.94324085754,203736.38482339855,454803.4615436945,4.758048498915195,138.75061118148167,1315.3000000000002,1454.0506111814818,1218.2755104798275,480.52977806702717,192.0,545.7457324128004,179390.1334794384,71676.94324085754,203736.38482339855,454803.4615436945,39.443440661280846,15.7599819046169,44.796577434102254,83.78494538714327,9.542350872418432,90.45764912758158,597.0,3.578501841659981,2307.909090909091,29.161940428976045,-1.6600643622586317,23.0,2.0,55.0,9.0
LG.4.Ka,R026,LG.4.Ka,Tersier,SRI,Jan,Jan,True,4.0,SS Leuwigoong,0,249.72906674329388,0.2497290667432939,2.017931960609727,20179.31960609727,2.017931960609727,0.0,SS Leuwigoong,,0.0,0.9,0.9888024471846047,0.12716080853711478,0.25660185968401816,0.25660185968401816,0.23094167371561633,1.0275209971764683,2793.4704852640953,3748.335953198467,3103.8560947378837,2793.4704852640953,9668.963616574647,3874.4293643706756,11031.419813398603,24574.812794343925,0.25660185968401816,138.43234260584467,1315.3000000000002,1453.732342605845,1217.821674568182,479.1521124256899,192.0,546.6695621424922,9668.963616574647,3874.4293643706756,11031.419813398603,24574.812794343925,39.34501433435143,15.765855051650298,44.88913061399827,83.77206992486745,9.522546795492069,90.47745320450794,617.0,3.567865243274294,2307.909090909091,29.18322717066859,-1.651198918773455,23.0,2.0,55.0,9.0
CTR.3.Ki.b,R027,CTR.3.Ki.b,Tersier,SRI,Jan,Jan,False,,,0,696.7827565265483,0.6967827565265483,56.502094897072396,565020.948970724,56.502094897072396,0.0,CTR.3.Ki.b,,0.0,0.9,0.9911734362209269,0.12746571967861714,7.202080189404853,7.202080189404853,6.481872170464368,10.336191764140542,78404.72577393701,105073.38504927326,87116.36197104111,78404.72577393701,271547.73002850526,108484.022202379,308331.4451095143,688363.1973403986,7.202080189404853,138.76428107092977,1315.3000000000002,1454.06428107093,1218.2967704018095,480.5976318633369,192.0,545.6991385384725,271547.73002850526,108484.022202379,308331.4451095143,688363.1973403986,39.448321914604584,15.75970688461039,44.79197120078502,83.78561981486294,9.543201279157257,90.45679872084274,601.0,3.5790431614800893,2307.909090909091,29.160968119629665,-1.6605236438268114,23.0,2.0,55.0,9.0
SS Sumur Kondang,R028,SS Sumur Kondang,Sekunder,SRI,Jan,Jan,True,61.0,SS Cibatu,1,828.6222109259519,0.8286222109259519,76.30059457592955,763005.9457592955,0.0,76.30059457592955,SS Sumur Kondang,,0.0,0.81,0.8773656247929708,0.12536660162222374,9.565546243739366,9.565546243739366,7.7480924574288865,11.543917261221194,93720.92636505983,140445.78415298025,115704.84736427138,0.0,0.0,0.0,0.0,0.0,0.0,122.83118747101591,1395.0,1517.831187471016,1326.6009481194287,474.52437158556336,192.0,660.0765765338654,362064.9169274781,146497.14158578473,503642.35255177994,1012204.4110650427,35.76994063348459,14.473078756062748,49.75698061045267,87.40108643635055,8.09254602784089,91.9074539721591,643.0,3.480570160965939,2402.2727272727275,30.012190065862825,-0.7138961845489913,19.0,1.0,64.0,9.0
SK.3,R029,SK.3,Tersier,SRI,Jan,Jan,True,62.0,SS Sumur Kondang,0,453.6687125537087,0.4536687125537087,76.30059457592955,763005.9457592955,76.30059457592955,0.0,SS Sumur Kondang,,0.0,0.9,0.8773656247929708,0.11282994146000137,8.60899161936543,8.60899161936543,7.7480924574288865,18.976383826218196,93720.92636505983,140445.78415298025,104134.36262784425,93720.92636505983,362064.9169274781,146497.14158578473,503642.35255177994,1012204.4110650427,8.60899161936543,122.83118747101591,1395.0,1517.831187471016,1326.6009481194287,474.52437158556336,192.0,660.0765765338654,362064.9169274781,146497.14158578473,503642.35255177994,1012204.4110650427,35.76994063348459,14.473078756062748,49.75698061045267,87.40108643635055,8.09254602784089,91.9074539721591,643.0,3.480570160965939,2402.2727272727275,30.012190065862825,-0.7138961845489913,19.0,1.0,64.0,9.0
Suplesi Situ Cilimus,R030,Suplesi Situ Cilimus,Tersier,SRI,Jan,Jan,True,62.0,TB.8.Ki,0,1601.7626771918046,1.6017626771918045,8.609734288589967,86097.34288589968,8.609734288589967,0.0,SS Tegal Buah,,0.0,0.9,0.8774110263060261,0.11283578013194778,0.9714860851818296,0.9714860851818296,0.8743374766636466,0.6065106267084647,10575.986117723469,14076.832479010447,11751.09568635941,10575.986117723469,40524.554868937565,16530.689834092736,57378.97222971686,114434.21693274716,0.9714860851818296,122.83754368284364,1427.8000000000002,1550.637543682844,1329.1259996769109,470.68299102613014,192.0,666.4430086507806,40524.554868937565,16530.689834092736,57378.97222971686,114434.21693274716,35.412969962256824,14.445583040785609,50.14144699695757,85.71480840842847,7.921744458159974,92.07825554184002,645.0,3.5150161069316486,2564.2272727272725,30.877995033370148,0.7928509046963805,19.0,0.0,70.0,9.0
TB.8.Ki,R031,TB.8.Ki,Tersier,SRI,Jan,Jan,True,61.0,SS Tegal Buah,1,411.34416271377205,0.41134416271377205,41.91681616711499,419168.1616711499,33.30708187852502,8.60973428858997,SS Tegal Buah,,0.0,0.9,0.8774110263060261,0.11283578013194778,4.7297166528638614,4.7297166528638614,4.256744987577475,11.498198057948295,51489.58736973714,68533.58994132082,57210.65263304127,40913.60125201367,156770.76920936373,63949.59720676803,221972.71856502106,442693.0849811528,3.758230567682032,122.83754368284364,1427.8000000000002,1550.637543682844,1329.1259996769109,470.68299102613014,192.0,666.4430086507806,197295.3240783013,80480.28704086077,279351.6907947379,557127.3019139,35.41296996225683,14.44558304078561,50.14144699695757,85.71480840842847,7.921744458159974,92.07825554184002,645.0,3.5150161069316486,2564.2272727272725,30.877995033370148,0.7928509046963805,19.0,0.0,70.0,9.0
CT.2,R032,CT.2,Tersier,SRI,Jan,Jan,True,61.0,SS Citambal,1,697.4623736316728,0.6974623736316727,59.75846452761974,597584.6452761975,39.17472313339161,20.583741394228134,SS Citambal,,0.0,0.9,0.8789774984801769,0.1130372297428211,6.754931283886777,6.754931283886777,6.079438155498099,9.685011750116331,73536.88392890502,97883.36239528666,81707.64880989447,48207.180200818904,185389.94634467037,75215.4684161119,260238.78153253943,520844.1962933217,4.428202178940595,123.05684978722476,1427.8000000000002,1550.856849787225,1329.541486534123,473.23868943096215,192.0,664.3027971031607,282800.17435457406,114736.25189302991,396977.15136287804,794513.577610482,35.59412731562148,14.44106874020981,49.96480394416871,85.72947830204534,7.93476521086443,92.06523478913557,598.0,3.536243128533142,2564.2272727272725,30.846369918329568,0.7777402034711773,19.0,0.0,70.0,9.0
CA.2.Ki,R033,CA.2.Ki,Tersier,SRI,Jan,Jan,True,62.0,SS Cikarag,0,740.6328032179443,0.7406328032179443,76.34048610609648,763404.8610609648,76.34048610609648,0.0,SS Cikarag,,0.0,0.9,0.8817358767175225,0.1133919594544139,8.656397305272739,8.656397305272739,7.790757574745466,11.687839463310189,94237.00362412115,125415.02141843017,104707.78180457905,94237.00362412115,364646.6378210979,146573.73332370524,504227.36038428615,1015447.7315290893,8.656397305272739,123.44302274045316,1427.8000000000002,1551.2430227404534,1330.1562294453304,477.6582602766235,192.0,660.497969168707,364646.6378210979,146573.73332370524,504227.36038428615,1015447.7315290893,35.90993672042606,14.434394678590738,49.6556686009832,85.74776549811344,7.957684317082473,92.04231568291753,527.0,3.573013677204157,2564.2272727272725,30.792034168935917,0.7338644826477756,19.0,0.0,70.0,9.0
SS Cikarag,R034,SS Cikarag,Sekunder,SRI,Jan,Jan,True,61.0,SS Tegal Buah,1,2219.265837767045,2.219265837767045,76.34048610609648,763404.8610609648,0.0,76.34048610609648,SS Cikarag,,0.0,0.81,0.8817358767175225,0.12599106606045987,9.618219228080822,9.618219228080822,7.790757574745466,4.33396444193381,94237.00362412115,125415.02141843017,116341.97978286562,0.0,0.0,0.0,0.0,0.0,0.0,123.44302274045316,1427.8000000000002,1551.2430227404534,1330.1562294453304,477.6582602766235,192.0,660.497969168707,364646.6378210979,146573.73332370524,504227.36038428615,1015447.7315290893,35.90993672042606,14.434394678590738,49.6556686009832,85.74776549811344,7.957684317082473,92.04231568291753,527.0,3.573013677204157,2564.2272727272725,30.792034168935917,0.7338644826477756,19.0,0.0,70.0,9.0
LW.3.Ki,R035,LW.3.Ki,Tersier,SRI,Jan,Jan,True,62.0,SS Lewo,0,1181.5835390059426,1.1815835390059426,33.32092819976096,333209.2819976096,33.32092819976096,0.0,SS Lewo,,0.0,0.9,0.8814076245274293,0.11334974595260149,3.7769187463477794,3.7769187463477794,3.3992268717130014,3.1964889672762986,41117.04824024047,54719.00952972966,45685.60915582274,41117.04824024047,158979.46335496387,63976.18214354104,220236.33072369458,443191.9762221995,3.7769187463477794,123.39706743384009,1427.8000000000002,1551.1970674338402,1330.0709198892573,477.1159506778217,192.0,660.9549692114356,158979.46335496387,63976.18214354104,220236.33072369458,443191.9762221995,35.87146696790775,14.435320487721516,49.69321254437073,85.74480624113131,7.9549574985966816,92.04504250140333,531.0,3.568834364780167,2564.2272727272725,30.797156621824865,0.7391091919809556,19.0,0.0,70.0,9.0
CTR.3.Ki.a,R036,CTR.3.Ki.a,Tersier,SRI,Jan,Jan,False,,,0,504.8243596657645,0.5048243596657646,9.080693822743768,90806.93822743768,9.080693822743768,0.0,CTR.3.Ki.a,,0.0,0.9,0.9917687169890342,0.12754227327533876,1.1581723330700664,1.1581723330700664,1.0423550997630597,2.2942084923098247,12608.32728673397,16892.093646487814,14009.252540815522,12608.32728673397,43681.69466989295,17434.932139668035,49529.65581755918,110646.28262712016,1.1581723330700664,138.8476203784648,1315.3000000000002,1454.147620378465,1218.4782879694972,481.03917522785,192.0,545.4391127416473,43681.69466989295,17434.932139668035,49529.65581755918,110646.28262712016,39.47868254833378,15.757359149989748,44.76395830167648,83.79330068651275,9.5483854893857,90.4516145106143,593.0,3.5825521719060585,2307.909090909091,29.154755386411978,-1.6639942631163023,23.0,2.0,55.0,9.0
Ruas tanpa nama R037,R037,,Tersier,SRI,Jan,Jan,False,,,0,673.5959639901405,0.6735959639901405,14.06272112480724,140627.2112480724,15.067201205150614,-1.0044800803433738,Ruas tanpa nama R037,,0.0,0.9,0.8797828420669747,0.11314079759091751,1.5910674843593355,0.11334129349254628,1.4319607359234021,2.362050204301141,17320.997061729475,23051.490669891406,19245.552290810527,18554.87571920673,71451.9868672811,28929.02631388918,99957.45697085989,200338.47015203018,1.704408777851882,123.16959788937645,1427.8000000000002,1550.9695978893767,1329.6691485459141,474.47481457308515,192.0,663.1943339728291,66724.06998085923,27000.4245596299,93263.16970212173,186987.66424261086,35.68367477668835,14.439682248021272,49.87664297529038,85.73147728720039,7.941457914906309,92.05854208509369,576.0,3.5470101546910286,2564.2272727272725,30.82956160635311,0.764858748131366,19.0,0.0,70.0,9.0
Ruas tanpa nama R038,R038,,Tersier,SRI,Jan,Jan,False,,,0,384.9986567564492,0.3849986567564492,3.0600617631010074,30600.617631010075,3.0600617631010074,0.0,Ruas tanpa nama R038,Ruas tanpa nama R046,0.20973337092719682,0.9,0.8814491655056372,0.11335508815658914,0.34687357092092225,0.34687357092092225,0.31218621382883005,0.9009734575265157,3776.2044424735286,5025.415071748465,4195.782713859476,3776.2044424735286,14602.168587176991,5875.318585153935,20223.456405773166,40700.943578104096,0.34687357092092225,123.40288317078921,1427.8000000000002,1551.2028831707894,1330.0693492166165,477.1854203484911,192.0,660.8839288681254,14602.168587176991,5875.318585153935,20223.456405773166,40700.943578104096,35.87673233952376,14.435337534323608,49.68793012615262,85.74438351338303,7.955302591917785,92.04469740808223,535.0,3.5693418197860534,2564.2272727272725,30.796355110953876,0.7383340254513806,19.0,0.0,70.0,9.0
CK.2.Ki,R039,CK.2.Ki,Tersier,SRI,Jan,Jan,True,59.0,SS Cipanas Kiara,0,260.46583285269514,0.26046583285269514,68.21363551604617,682136.3551604616,68.21363551604617,0.0,SS Cipanas Kiara,,0.0,0.9,0.876690441210753,0.11274311229562152,7.6906175690781895,7.6906175690781895,6.921555812170371,29.52639693601414,83723.13910401281,125411.31718569917,93025.71011556979,83723.13910401281,322504.53187752736,130970.18019080863,451119.3724639563,904594.0845322923,7.6906175690781895,122.73666176950542,1395.0,1517.7366617695054,1326.1191515287308,472.7860191554566,192.0,661.3331323732741,322504.53187752736,130970.18019080863,451119.3724639563,904594.0845322923,35.651850635777016,14.478337016599543,49.86981234762344,87.37478542441146,8.086821967284408,91.91317803271559,672.0,3.4671214920593423,2402.2727272727275,30.033009373406156,-0.6979658491042624,19.0,1.0,64.0,9.0
SS Citambal,R040,SS Citambal,Sekunder,SRI,Jan,Jan,True,60.0,SS Tegal Buah,2,1414.0853784385913,1.4140853784385914,59.75846452761974,597584.6452761975,0.0,59.75846452761974,SS Citambal,,0.0,0.81,0.8789774984801769,0.12559692193646788,7.5054792043186405,7.5054792043186405,6.079438155498099,5.307656325961068,73536.88392890502,97883.36239528666,90786.27645543829,0.0,0.0,0.0,0.0,0.0,0.0,123.05684978722476,1427.8000000000002,1550.856849787225,1329.541486534123,473.23868943096215,192.0,664.3027971031607,282800.17435457406,114736.25189302991,396977.15136287804,794513.577610482,35.59412731562148,14.44106874020981,49.96480394416871,85.72947830204534,7.93476521086443,92.06523478913557,598.0,3.536243128533142,2564.2272727272725,30.846369918329568,0.7777402034711773,19.0,0.0,70.0,9.0
SS Cibunar,R041,SS Cibunar,Sekunder,SRI,Jan,Jan,True,62.0,SS Cibatu,1,2671.8464703816144,2.6718464703816145,42.18816337442174,421881.6337442174,0.0,42.18816337442174,SS Cibunar,,0.0,0.81,0.8798055960438391,0.12571524863452202,5.3036954480492655,5.3036954480492655,4.295993312919905,1.9850300183197838,51964.33511307918,69156.88175009197,64153.50013960392,0.0,0.0,0.0,0.0,0.0,0.0,123.17278344613747,1427.8000000000002,1550.9727834461376,1329.681069759505,474.516381387432,192.0,663.164688372073,200189.74621812394,81001.27367888973,279777.002171885,560968.0220688987,35.68648092984103,14.439552789506614,49.87396628065236,85.73206983072005,7.941646994762693,92.05835300523732,578.0,3.547263075707996,2564.2272727272725,30.829145652714438,0.7644364623492503,19.0,0.0,70.0,9.0
SS Pasir Laja,R042,SS Pasir Laja,Sekunder,SRI,Jan,,False,,,0,4277.680290312157,4.277680290312157,0.0,0.0,0.0,0.0,SS Pasir Laja,,,0.81,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
PL.5.Ka,R043,PL.5.Ka,Tersier,SRI,Jan,Jan,False,,,0,631.0093707367679,0.6310093707367679,69.30912554369289,693091.2554369288,69.30912554369289,0.0,PL.5.Ka,,0.0,0.9,0.8817347727791716,0.11339181748703336,7.859087713836307,7.859087713836307,7.073178942452676,12.454787643898252,85557.17248790758,113863.49658091151,95063.52498656398,85557.17248790758,331060.372044106,133073.52104389033,457785.61760530795,921919.5106933042,7.859087713836307,123.44286818908402,1427.8000000000002,1551.2428681890842,1330.156027018579,477.65769578986186,192.0,660.498331228717,331060.372044106,133073.52104389033,457785.61760530795,921919.5106933042,35.90989974766248,14.434396875256066,49.65570337708146,85.74776099189411,7.957675146844724,92.04232485315528,527.0,3.5730191509569713,2564.2272727272725,30.792041818564968,0.7338835688693583,19.0,0.0,70.0,9.0
PL.2.Ka,R044,PL.2.Ka,Tersier,SRI,Jan,Jan,False,,,0,522.9108925714876,0.5229108925714876,50.22400401716876,502240.0401716876,50.22400401716876,0.0,PL.2.Ka,,0.0,0.9,0.8811239245930123,0.11331326190753757,5.691045721242664,5.691045721242664,5.121941149118397,10.883394861514834,61955.000139736134,82453.76286810491,68838.88904415126,61955.000139736134,239398.6389506109,96430.08771296401,332146.86195038323,667975.5886139581,5.691045721242664,123.35734944302172,1427.8000000000002,1551.157349443022,1329.9927030620954,476.6617947640614,192.0,661.330908298034,239398.6389506109,96430.08771296401,332146.86195038323,667975.5886139581,35.83942931917024,14.436169428445037,49.72440125238472,85.74195928863433,7.952600649271072,92.04739935072892,536.0,3.564918640960611,2564.2272727272725,30.804122316637905,0.743730665775554,19.0,0.0,70.0,9.0
Ruas tanpa nama R045,R045,,Tersier,SRI,Jan,Jan,False,,,0,2091.5212244458357,2.091521224445836,39.492728288686976,394927.28288686974,39.492728288686976,0.0,Ruas tanpa nama R045,,0.0,0.9,0.8806546984181901,0.11325291903526107,4.47266675936023,4.47266675936023,4.025400083424207,2.1384754345704984,48691.23940909922,64801.12903864062,54101.37712122135,48691.23940909922,187948.19197426917,75826.038314279,261431.79310992738,525206.0233984755,4.47266675936023,123.29165777854661,1427.8000000000002,1551.0916577785467,1329.8803252064133,475.9058189152977,192.0,661.9745062911156,187948.19197426917,75826.038314279,261431.79310992738,525206.0233984755,35.785612426549086,14.437389316982287,49.77699825646864,85.73834554116877,7.948702267867478,92.05129773213254,558.0,3.5585674478538625,2564.2272727272725,30.813529323543627,0.7509562123547742,19.0,0.0,70.0,9.0
Ruas tanpa nama R046,R046,,Tersier,SRI,Jan,Jan,False,,,0,230.29111520678762,0.23029111520678763,1.0798419788492337,10798.419788492338,1.0798419788492337,0.0,Ruas tanpa nama R046,,0.0,0.9,0.8814491655056372,0.11335508815658914,0.12240558270764054,0.12240558270764054,0.1101650244368765,0.531525424234138,1332.5561355884583,1773.3805967747394,1480.6179284316204,1332.5561355884583,5152.848485871181,2073.2965993905286,7136.502095386128,14362.647180647837,0.12240558270764054,123.40288317078921,1427.8000000000002,1551.2028831707894,1330.0693492166165,477.1854203484911,192.0,660.8839288681254,5152.848485871181,2073.2965993905286,7136.502095386128,14362.647180647837,35.87673233952377,14.435337534323608,49.68793012615263,85.74438351338303,7.955302591917785,92.04469740808223,535.0,3.5693418197860534,2564.2272727272725,30.796355110953876,0.7383340254513806,19.0,0.0,70.0,9.0
Ruas tanpa nama R047,R047,,Tersier,SRI,Jan,Jan,False,,,0,635.3947316771092,0.6353947316771092,115.51520923948792,1155152.092394879,115.51520923948792,0.0,Ruas tanpa nama R047,,0.0,0.9,0.8824796768033883,0.11348761275763738,13.109545333788459,13.109545333788459,11.798590800409613,20.63212784151692,142715.7543217547,189925.96386955155,158573.06035750522,142715.7543217547,553146.6016004388,221789.20173981678,761808.3852867543,1536744.18862701,13.109545333788459,123.54715475247437,1427.8000000000002,1551.3471547524746,1330.3392676552298,478.851750554896,192.0,659.4875171003339,553146.6016004388,221789.20173981678,761808.3852867543,1536744.18862701,35.99470918413836,14.432408684621238,49.572882131240405,85.7538084612333,7.963862529028002,92.03613747097201,498.0,3.5830019996020352,2564.2272727272725,30.77628068969321,0.7222406392687128,19.0,0.0,70.0,9.0
TB.2a.Ki,R048,TB.2a.Ki,Tersier,SRI,Jan,Jan,True,60.0,SS Tegal Buah,0,376.45254220966797,0.37645254220966795,42.730887703302024,427308.87703302025,42.730887703302024,0.0,SS Tegal Buah,,0.0,0.9,0.8774110263060261,0.11283578013194778,4.821573049732739,4.821573049732739,4.339415744759465,12.807917357740484,52489.572848610485,69864.58904730048,58321.7476095672,52489.572848610485,201127.0203339188,82043.3043903399,284777.01363307243,567947.3383573311,4.821573049732739,122.83754368284364,1427.8000000000002,1550.637543682844,1329.1259996769109,470.68299102613014,192.0,666.4430086507806,201127.0203339188,82043.3043903399,284777.01363307243,567947.3383573311,35.41296996225683,14.445583040785612,50.14144699695757,85.71480840842847,7.921744458159974,92.07825554184002,645.0,3.5150161069316486,2564.2272727272725,30.877995033370148,0.7928509046963805,19.0,0.0,70.0,9.0
Ruas tanpa nama R049,R049,,Tersier,SRI,Jan,Jan,False,,,0,358.2822788724044,0.3582822788724044,90.69894592528038,906989.4592528038,90.69894592528038,0.0,Ruas tanpa nama R049,,0.0,0.9,0.8782228226198717,0.11294017780605345,10.243555079622796,10.243555079622796,9.219199571660516,28.59073887734997,111515.4380188056,148427.8801226655,123906.04224311732,111515.4380188056,428113.9329070653,174141.97617653833,603439.2595319321,1205695.1686155358,10.243555079622796,122.95119516678204,1427.8000000000002,1550.7511951667823,1329.3375753328066,472.01643694928293,192.0,665.3211383835237,428113.9329070653,174141.97617653833,603439.2595319321,1205695.1686155358,35.50764273184041,14.44328390039917,50.04907336776041,85.72216997000847,7.928492691154026,92.07150730884598,626.0,3.5260743482706998,2564.2272727272725,30.86021460177502,0.7793450917841342,19.0,0.0,70.0,9.0
SS Bandrek,R050,SS Bandrek,Sekunder,SRI,Jan,Jan,True,61.0,SS Tegal Buah,5,3025.428747145123,3.025428747145123,131.07655023199933,1310765.5023199935,0.0,131.07655023199933,SS Bandrek,,0.0,0.81,0.8800698324219444,0.12575300531863629,16.48327011847311,16.48327011847311,13.35144879596322,5.448242710732214,161499.12463597112,214939.78125784104,199381.63535305075,0.0,0.0,0.0,0.0,0.0,0.0,123.20977653907221,1427.8000000000002,1551.0097765390724,1329.7524531393856,474.96592576427054,192.0,662.786527375115,622568.9502692847,251666.97644543872,868757.7154857668,1742993.64220049,35.718371840031814,14.438777649682924,49.842850510285274,85.73462741844213,7.943842676092142,92.05615732390787,569.0,3.5508019851533055,2564.2272727272725,30.825133642328364,0.7603511992379879,19.0,0.0,70.0,9.0
