hujan_mm,irigasi_mm,irigasi_pl_mm,etc_mm,perkolasi_mm,limpasan_mm,wlr_mm,masuk_mm,keluar_mm,tma_rata,tma_min,hari_kering,hari_diairi,hari_limpas,di,rezim,bulan,tahun_tanam
1066.6999999999998,299.6224019998074,168.62655987754374,507.455350239507,280.0,386.9127204483174,100.0,1366.3224019998072,1174.3680706878245,34.75495977747271,-5.295842122263675,6,54,49,DI Citameng I,FL,2,2022
1212.6999999999998,284.48074363032435,159.05647570686256,498.29077314584913,280.0,547.025829757408,100.0,1497.1807436303243,1325.3166029032573,37.21629952830144,-1.3576977014165532,1,54,57,DI Citameng I,FL,2,2023
1029.0,306.5079763215253,136.45906328410706,537.063865884165,280.0,342.51196461069384,100.0,1335.5079763215253,1159.5758304948588,33.578855069229334,-3.8782058265584523,7,53,49,DI Citameng I,FL,2,2024
1938.6999999999998,63.39652207386857,63.39652207386857,448.478187833439,189.11999999999998,1214.0209453818798,0.0,2002.0965220738683,1851.6191332153187,29.788021781641515,-26.287302115092686,8,11,104,DI Citameng I,SRI,2,2015
1871.6,131.42085987451526,131.42085987451526,450.9815815014992,192.0,1177.3688737764733,0.0,2003.0208598745153,1820.3504552779725,32.731506100805184,9.171158493236252,0,17,93,DI Citameng I,SRI,2,2016
1040.7,140.59094414546178,140.59094414546178,460.91684381564016,188.15999999999997,387.5948214251017,0.0,1181.2909441454617,1036.6716652407417,23.78995797694685,-34.139130199057156,9,21,38,DI Citameng I,SRI,2,2017
916.5000000000001,226.8971152996741,161.8760525113854,474.64717189110206,176.15999999999997,319.7628613006236,0.0,1143.3971152996742,970.5700331917257,13.509811824348402,-34.136777044315146,39,24,34,DI Citameng I,SRI,2,2018
1344.5,116.84833165805063,116.84833165805063,469.1916037724783,192.0,626.8505514483873,0.0,1461.3483316580507,1288.0421552208654,30.02671289215338,-2.4790244334188367,1,19,61,DI Citameng I,SRI,2,2019
1639.6,115.84538571212192,115.84538571212194,462.51961360358916,192.0,897.8539179795323,0.0,1755.4453857121218,1552.3735315831213,31.688122813220037,6.107290530098504,0,17,77,DI Citameng I,SRI,2,2020
1108.6999999999998,148.24528383630977,116.32166571071838,451.21069944223086,183.36,413.8247429302377,0.0,1256.9452838363095,1048.3954423724686,20.180686990811935,-33.72361812559138,22,19,44,DI Citameng I,SRI,2,2021
1066.6999999999998,168.6265598775437,168.62655987754374,490.2393245254557,191.51999999999998,364.4780495261382,0.0,1235.3265598775436,1046.2373740515939,26.771034033339212,-5.2896878277151895,5,22,51,DI Citameng I,SRI,2,2022
1212.6999999999998,170.344859789498,159.05647570686256,480.89507856091205,192.0,539.9441386186481,0.0,1383.0448597894979,1212.8392171795601,26.296615304639015,-3.0161958185459214,3,23,52,DI Citameng I,SRI,2,2023
1029.0,168.33986656768923,136.45906328410706,518.9075135928344,185.27999999999997,325.90501954546295,0.0,1197.3398665676891,1030.0925331382973,23.339345240131436,-31.880803283582168,15,18,43,DI Citameng I,SRI,2,2024
1598.3999999999999,261.01133804640835,55.28100346157375,464.5572611008907,280.0,934.7592672593975,100.0,1859.4113380464082,1679.316528360288,32.82129930288188,-2.760895197835978,6,51,83,DI Citameng I,FL,3,2015
