x_m,y_m,lon,lat,elev_m,lereng_deg,lereng_persen,arah_hadap_deg,akumulasi_sel,tangkapan_ha
-42.73,34.48,115.1372653,-8.3708994,615.41,9.95,17.5,113.6,77,0.172
-38.01,34.48,115.1373082,-8.3708994,614.47,9.18,16.2,117.0,19,0.042
-33.28,34.48,115.1373511,-8.3708994,613.62,8.11,14.3,122.0,21,0.047
-28.55,34.48,115.137394,-8.3708994,612.93,6.88,12.1,129.9,37,0.083
-23.83,34.48,115.137437,-8.3708994,612.41,5.71,10.0,142.5,24,0.054
-19.1,34.48,115.1374799,-8.3708994,612.14,4.97,8.7,160.7,281,0.628
-14.37,34.48,115.1375228,-8.3708994,612.13,4.9,8.6,181.0,11,0.025
-9.65,34.48,115.1375657,-8.3708994,612.36,5.4,9.5,196.8,15,0.034
-4.92,34.48,115.1376086,-8.3708994,612.75,6.08,10.7,206.4,43,0.096
-0.19,34.48,115.1376515,-8.3708994,613.23,6.67,11.7,211.4,5,0.011
4.53,34.48,115.1376945,-8.3708994,613.73,7.03,12.3,213.3,4,0.009
9.26,34.48,115.1377374,-8.3708994,614.23,7.12,12.5,213.3,6,0.013
13.99,34.48,115.1377803,-8.3708994,614.72,6.96,12.2,211.4,3,0.007
18.71,34.48,115.1378232,-8.3708994,615.19,6.6,11.6,207.3,2,0.004
23.44,34.48,115.1378661,-8.3708994,615.63,6.14,10.8,200.2,1,0.002
28.17,34.48,115.137909,-8.3708994,616.0,5.75,10.1,189.4,5,0.011
32.9,34.48,115.1379519,-8.3708994,616.25,5.64,9.9,175.5,3,0.007
37.62,34.48,115.1379949,-8.3708994,616.29,5.94,10.4,161.4,1,0.002
42.35,34.48,115.1380378,-8.3708994,616.08,6.58,11.5,150.5,2,0.004
47.08,34.48,115.1380807,-8.3708994,615.66,7.32,12.9,143.7,4,0.009
51.8,34.48,115.1381236,-8.3708994,615.11,7.97,14.0,140.5,8,0.018
56.53,34.48,115.1381665,-8.3708994,614.5,8.41,14.8,139.9,6,0.013
61.26,34.48,115.1382094,-8.3708994,613.94,8.63,15.2,141.1,5,0.011
65.98,34.48,115.1382524,-8.3708994,613.43,8.67,15.3,143.3,4,0.009
70.71,34.48,115.1382953,-8.3708994,612.98,8.57,15.1,145.9,4,0.009
75.44,34.48,115.1383382,-8.3708994,612.59,8.35,14.7,148.3,7,0.016
80.16,34.48,115.1383811,-8.3708994,612.23,8.03,14.1,150.1,5,0.011
84.89,34.48,115.138424,-8.3708994,611.92,7.61,13.4,151.3,5,0.011
89.62,34.48,115.1384669,-8.3708994,611.62,7.13,12.5,151.9,12,0.027
94.34,34.48,115.1385098,-8.3708994,611.35,6.63,11.6,152.1,6,0.013
99.07,34.48,115.1385528,-8.3708994,611.07,6.16,10.8,152.1,16,0.036
103.8,34.48,115.1385957,-8.3708994,610.79,5.79,10.1,152.3,14,0.031
-118.36,29.79,115.1365787,-8.3709419,623.98,2.39,4.2,158.8,1,0.002
-113.63,29.79,115.1366216,-8.3709419,624.02,2.17,3.8,136.5,5,0.011
-108.91,29.79,115.1366645,-8.3709419,623.99,2.46,4.3,115.7,8,0.018
-104.18,29.79,115.1367074,-8.3709419,623.86,3.09,5.4,104.1,9,0.02
-99.45,29.79,115.1367503,-8.3709419,623.46,3.86,6.7,99.9,10,0.022
-94.73,29.79,115.1367932,-8.3709419,623.1,4.66,8.2,99.6,11,0.025
-90.0,29.79,115.1368361,-8.3709419,622.66,5.46,9.6,101.1,12,0.027
-85.27,29.79,115.1368791,-8.3709419,622.15,6.25,10.9,103.1,13,0.029
-80.55,29.79,115.136922,-8.3709419,621.59,7.03,12.3,104.9,14,0.031
-75.82,29.79,115.1369649,-8.3709419,621.0,7.8,13.7,106.2,15,0.034
-71.09,29.79,115.1370078,-8.3709419,620.38,8.55,15.0,107.0,16,0.036
-66.37,29.79,115.1370507,-8.3709419,619.71,9.26,16.3,107.3,17,0.038
-61.64,29.79,115.1370936,-8.3709419,618.96,9.87,17.4,107.5,18,0.04
-56.91,29.79,115.1371366,-8.3709419,618.11,10.32,18.2,107.8,19,0.042
-52.19,29.79,115.1371795,-8.3709419,617.13,10.53,18.6,108.4,20,0.045
-47.46,29.79,115.1372224,-8.3709419,616.07,10.41,18.4,109.4,21,0.047
-42.73,29.79,115.1372653,-8.3709419,615.01,9.9,17.5,111.0,22,0.049
-38.01,29.79,115.1373082,-8.3709419,614.04,9.01,15.9,113.5,100,0.223
-33.28,29.79,115.1373511,-8.3709419,613.24,7.81,13.7,117.5,20,0.045
-28.55,29.79,115.137394,-8.3709419,612.63,6.42,11.3,124.1,22,0.049
-23.83,29.79,115.137437,-8.3709419,612.21,5.09,8.9,135.4,38,0.085
-19.1,29.79,115.1374799,-8.3709419,611.98,4.15,7.2,154.1,306,0.684
-14.37,29.79,115.1375228,-8.3709419,611.95,3.94,6.9,177.5,12,0.027
-9.65,29.79,115.1375657,-8.3709419,612.07,4.42,7.7,196.4,16,0.036
-4.92,29.79,115.1376086,-8.3709419,612.33,5.18,9.1,207.3,49,0.109
-0.19,29.79,115.1376515,-8.3709419,612.7,5.91,10.3,212.5,5,0.011
4.53,29.79,115.1376945,-8.3709419,613.15,6.45,11.3,214.4,7,0.016
9.26,29.79,115.1377374,-8.3709419,613.64,6.74,11.8,213.9,4,0.009
13.99,29.79,115.1377803,-8.3709419,614.16,6.81,11.9,211.5,3,0.007
18.71,29.79,115.1378232,-8.3709419,614.67,6.68,11.7,206.7,2,0.004
23.44,29.79,115.1378661,-8.3709419,615.15,6.46,11.3,199.0,1,0.002
28.17,29.79,115.137909,-8.3709419,615.54,6.32,11.1,188.1,6,0.013
32.9,29.79,115.1379519,-8.3709419,615.79,6.45,11.3,175.3,4,0.009
37.62,29.79,115.1379949,-8.3709419,615.83,6.95,12.2,162.9,1,0.002
42.35,29.79,115.1380378,-8.3709419,615.6,7.72,13.6,153.5,2,0.004
47.08,29.79,115.1380807,-8.3709419,615.15,8.55,15.0,147.5,3,0.007
51.8,29.79,115.1381236,-8.3709419,614.55,9.24,16.3,144.5,5,0.011
56.53,29.79,115.1381665,-8.3709419,613.9,9.69,17.1,143.9,9,0.02
61.26,29.79,115.1382094,-8.3709419,613.26,9.89,17.4,145.1,7,0.016
65.98,29.79,115.1382524,-8.3709419,612.68,9.88,17.4,147.3,6,0.013
70.71,29.79,115.1382953,-8.3709419,612.17,9.69,17.1,150.0,5,0.011
75.44,29.79,115.1383382,-8.3709419,611.75,9.36,16.5,152.8,5,0.011
80.16,29.79,115.1383811,-8.3709419,611.43,8.92,15.7,155.3,8,0.018
84.89,29.79,115.138424,-8.3709419,611.2,8.41,14.8,157.2,6,0.013
89.62,29.79,115.1384669,-8.3709419,611.01,7.84,13.8,158.3,18,0.04
94.34,29.79,115.1385098,-8.3709419,610.84,7.27,12.8,158.8,7,0.016
99.07,29.79,115.1385528,-8.3709419,610.64,6.75,11.8,158.6,17,0.038
103.8,29.79,115.1385957,-8.3709419,610.43,6.32,11.1,158.0,1,0.002
-118.36,25.09,115.1365787,-8.3709843,623.88,2.31,4.0,175.3,2,0.004
-113.63,25.09,115.1366216,-8.3709843,623.99,1.92,3.4,151.1,1,0.002
-108.91,25.09,115.1366645,-8.3709843,624.02,2.18,3.8,123.6,6,0.013
-104.18,25.09,115.1367074,-8.3709843,623.94,2.95,5.1,108.1,1,0.002
-99.45,25.09,115.1367503,-8.3709843,623.55,3.9,6.8,102.1,2,0.004
-94.73,25.09,115.1367932,-8.3709843,623.15,4.86,8.5,100.7,3,0.007
-90.0,25.09,115.1368361,-8.3709843,622.63,5.77,10.1,101.3,4,0.009
-85.27,25.09,115.1368791,-8.3709843,622.02,6.61,11.6,102.6,5,0.011
-80.55,25.09,115.136922,-8.3709843,621.36,7.38,13.0,104.0,6,0.013
-75.82,25.09,115.1369649,-8.3709843,620.69,8.1,14.2,105.2,7,0.016
-71.09,25.09,115.1370078,-8.3709843,620.05,8.79,15.5,105.9,8,0.018
-66.37,25.09,115.1370507,-8.3709843,619.41,9.44,16.6,106.3,9,0.02
-61.64,25.09,115.1370936,-8.3709843,618.7,10.0,17.6,106.5,10,0.022
-56.91,25.09,115.1371366,-8.3709843,617.88,10.41,18.4,106.6,11,0.025
-52.19,25.09,115.1371795,-8.3709843,616.88,10.55,18.6,106.9,12,0.027
-47.46,25.09,115.1372224,-8.3709843,615.77,10.36,18.3,107.5,13,0.029
-42.73,25.09,115.1372653,-8.3709843,614.66,9.76,17.2,108.6,14,0.031
-38.01,25.09,115.1373082,-8.3709843,613.69,8.78,15.4,110.4,15,0.034
-33.28,25.09,115.1373511,-8.3709843,612.95,7.48,13.1,113.4,116,0.259
-28.55,25.09,115.137394,-8.3709843,612.44,6.02,10.6,118.7,21,0.047
-23.83,25.09,115.137437,-8.3709843,612.13,4.6,8.1,128.5,23,0.051
-19.1,25.09,115.1374799,-8.3709843,611.97,3.53,6.2,146.4,345,0.771
-14.37,25.09,115.1375228,-8.3709843,611.92,3.16,5.5,172.2,13,0.029
-9.65,25.09,115.1375657,-8.3709843,611.97,3.57,6.2,194.5,17,0.038
-4.92,25.09,115.1376086,-8.3709843,612.12,4.33,7.6,206.9,55,0.123
-0.19,25.09,115.1376515,-8.3709843,612.38,5.12,9.0,212.5,8,0.018
4.53,25.09,115.1376945,-8.3709843,612.75,5.78,10.1,214.2,5,0.011
9.26,25.09,115.1377374,-8.3709843,613.2,6.24,10.9,213.3,4,0.009
13.99,25.09,115.1377803,-8.3709843,613.68,6.5,11.4,210.0,3,0.007
18.71,25.09,115.1378232,-8.3709843,614.18,6.61,11.6,204.4,1,0.002
23.44,25.09,115.1378661,-8.3709843,614.64,6.66,11.7,196.0,2,0.004
28.17,25.09,115.137909,-8.3709843,615.0,6.82,12.0,185.1,7,0.016
32.9,25.09,115.1379519,-8.3709843,615.22,7.24,12.7,173.3,5,0.011
37.62,25.09,115.1379949,-8.3709843,615.21,7.97,14.0,162.7,1,0.002
42.35,25.09,115.1380378,-8.3709843,614.94,8.87,15.6,154.6,2,0.004
47.08,25.09,115.1380807,-8.3709843,614.43,9.75,17.2,149.5,3,0.007
51.8,25.09,115.1381236,-8.3709843,613.77,10.45,18.4,147.0,4,0.009
56.53,25.09,115.1381665,-8.3709843,613.04,10.87,19.2,146.6,6,0.013
61.26,25.09,115.1382094,-8.3709843,612.35,11.0,19.4,147.7,10,0.022
65.98,25.09,115.1382524,-8.3709843,611.72,10.89,19.2,150.1,8,0.018
70.71,25.09,115.1382953,-8.3709843,611.19,10.59,18.7,153.1,7,0.016
75.44,25.09,115.1383382,-8.3709843,610.77,10.16,17.9,156.3,6,0.013
80.16,25.09,115.1383811,-8.3709843,610.49,9.64,17.0,159.4,14,0.031
84.89,25.09,115.138424,-8.3709843,610.32,9.07,16.0,161.9,7,0.016
89.62,25.09,115.1384669,-8.3709843,610.22,8.46,14.9,163.7,19,0.042
94.34,25.09,115.1385098,-8.3709843,610.14,7.85,13.8,164.6,8,0.018
99.07,25.09,115.1385528,-8.3709843,610.04,7.29,12.8,164.5,18,0.04
-118.36,20.4,115.1365787,-8.3710268,623.81,2.52,4.4,190.0,3,0.007
-113.63,20.4,115.1366216,-8.3710268,623.97,1.96,3.4,168.1,1,0.002
-108.91,20.4,115.1366645,-8.3710268,624.04,2.07,3.6,135.7,2,0.004
-104.18,20.4,115.1367074,-8.3710268,623.98,2.87,5.0,114.7,7,0.016
-99.45,20.4,115.1367503,-8.3710268,623.61,3.94,6.9,105.9,8,0.018
-94.73,20.4,115.1367932,-8.3710268,623.18,5.03,8.8,102.8,9,0.02
-90.0,20.4,115.1368361,-8.3710268,622.59,6.03,10.6,102.1,10,0.022
-85.27,20.4,115.1368791,-8.3710268,621.89,6.91,12.1,102.5,11,0.025
-80.55,20.4,115.136922,-8.3710268,621.14,7.67,13.5,103.2,12,0.027
-75.82,20.4,115.1369649,-8.3710268,620.41,8.36,14.7,104.0,13,0.029
-71.09,20.4,115.1370078,-8.3710268,619.75,9.0,15.8,104.7,14,0.031
-66.37,20.4,115.1370507,-8.3710268,619.12,9.59,16.9,105.0,15,0.034
-61.64,20.4,115.1370936,-8.3710268,618.44,10.09,17.8,105.2,16,0.036
-56.91,20.4,115.1371366,-8.3710268,617.63,10.43,18.4,105.3,17,0.038
-52.19,20.4,115.1371795,-8.3710268,616.62,10.51,18.6,105.4,18,0.04
-47.46,20.4,115.1372224,-8.3710268,615.49,10.24,18.1,105.7,19,0.042
-42.73,20.4,115.1372653,-8.3710268,614.38,9.57,16.9,106.4,20,0.045
-38.01,20.4,115.1373082,-8.3710268,613.42,8.52,15.0,107.6,21,0.047
-33.28,20.4,115.1373511,-8.3710268,612.74,7.18,12.6,109.9,22,0.049
-28.55,20.4,115.137394,-8.3710268,612.32,5.71,10.0,114.2,139,0.311
-23.83,20.4,115.137437,-8.3710268,612.11,4.29,7.5,122.6,22,0.049
-19.1,20.4,115.1374799,-8.3710268,612.01,3.16,5.5,138.9,24,0.054
-14.37,20.4,115.1375228,-8.3710268,611.96,2.67,4.7,165.1,359,0.802
-9.65,20.4,115.1375657,-8.3710268,611.96,2.94,5.1,190.2,18,0.04
-4.92,20.4,115.1376086,-8.3710268,612.04,3.64,6.4,204.5,64,0.143
-0.19,20.4,115.1376515,-8.3710268,612.2,4.42,7.7,210.7,6,0.013
4.53,20.4,115.1376945,-8.3710268,612.48,5.13,9.0,212.2,5,0.011
9.26,20.4,115.1377374,-8.3710268,612.84,5.7,10.0,210.8,4,0.009
13.99,20.4,115.1377803,-8.3710268,613.27,6.12,10.7,206.7,2,0.004
18.71,20.4,115.1378232,-8.3710268,613.7,6.45,11.3,200.2,1,0.002
23.44,20.4,115.1378661,-8.3710268,614.1,6.79,11.9,191.2,3,0.007
28.17,20.4,115.137909,-8.3710268,614.41,7.27,12.8,180.8,8,0.018
32.9,20.4,115.1379519,-8.3710268,614.55,7.98,14.0,170.2,6,0.013
37.62,20.4,115.1379949,-8.3710268,614.48,8.91,15.7,161.2,1,0.002
42.35,20.4,115.1380378,-8.3710268,614.12,9.92,17.5,154.6,2,0.004
47.08,20.4,115.1380807,-8.3710268,613.54,10.83,19.1,150.4,3,0.007
51.8,20.4,115.1381236,-8.3710268,612.8,11.48,20.3,148.3,4,0.009
56.53,20.4,115.1381665,-8.3710268,612.02,11.81,20.9,148.2,5,0.011
61.26,20.4,115.1382094,-8.3710268,611.29,11.83,20.9,149.5,7,0.016
65.98,20.4,115.1382524,-8.3710268,610.64,11.59,20.5,152.0,11,0.025
70.71,20.4,115.1382953,-8.3710268,610.11,11.18,19.8,155.3,9,0.02
75.44,20.4,115.1383382,-8.3710268,609.72,10.66,18.8,158.9,14,0.031
80.16,20.4,115.1383811,-8.3710268,609.48,10.09,17.8,162.6,15,0.034
84.89,20.4,115.138424,-8.3710268,609.37,9.5,16.7,165.8,8,0.018
89.62,20.4,115.1384669,-8.3710268,609.33,8.9,15.7,168.2,20,0.045
94.34,20.4,115.1385098,-8.3710268,609.33,8.3,14.6,169.5,9,0.02
-113.63,15.7,115.1366216,-8.3710692,623.93,2.33,4.1,181.9,2,0.004
-108.91,15.7,115.1366645,-8.3710692,624.03,2.21,3.9,150.3,1,0.002
-104.18,15.7,115.1367074,-8.3710692,623.99,2.91,5.1,124.3,3,0.007
-99.45,15.7,115.1367503,-8.3710692,623.61,4.01,7.0,111.7,1,0.002
-94.73,15.7,115.1367932,-8.3710692,623.16,5.17,9.0,106.2,2,0.004
-90.0,15.7,115.1368361,-8.3710692,622.54,6.22,10.9,103.9,3,0.007
-85.27,15.7,115.1368791,-8.3710692,621.79,7.12,12.5,103.0,4,0.009
-80.55,15.7,115.136922,-8.3710692,621.0,7.89,13.9,102.9,5,0.011
-75.82,15.7,115.1369649,-8.3710692,620.22,8.56,15.1,103.2,6,0.013
-71.09,15.7,115.1370078,-8.3710692,619.52,9.17,16.1,103.5,7,0.016
-66.37,15.7,115.1370507,-8.3710692,618.88,9.71,17.1,103.8,8,0.018
-61.64,15.7,115.1370936,-8.3710692,618.18,10.16,17.9,104.0,9,0.02
-56.91,15.7,115.1371366,-8.3710692,617.37,10.43,18.4,104.1,10,0.022
-52.19,15.7,115.1371795,-8.3710692,616.36,10.43,18.4,104.1,11,0.025
-47.46,15.7,115.1372224,-8.3710692,615.25,10.09,17.8,104.1,12,0.027
-42.73,15.7,115.1372653,-8.3710692,614.16,9.35,16.5,104.5,13,0.029
-38.01,15.7,115.1373082,-8.3710692,613.23,8.28,14.5,105.4,14,0.031
-33.28,15.7,115.1373511,-8.3710692,612.61,6.95,12.2,107.3,15,0.034
-28.55,15.7,115.137394,-8.3710692,612.26,5.51,9.7,111.1,16,0.036
-23.83,15.7,115.137437,-8.3710692,612.1,4.14,7.2,118.6,140,0.313
-19.1,15.7,115.1374799,-8.3710692,612.04,3.04,5.3,133.2,23,0.051
-14.37,15.7,115.1375228,-8.3710692,611.99,2.47,4.3,157.6,384,0.858
-9.65,15.7,115.1375657,-8.3710692,611.96,2.6,4.5,183.4,19,0.042
-4.92,15.7,115.1376086,-8.3710692,611.97,3.18,5.6,199.3,65,0.145
-0.19,15.7,115.1376515,-8.3710692,612.06,3.89,6.8,206.4,12,0.027
4.53,15.7,115.1376945,-8.3710692,612.26,4.59,8.0,208.0,5,0.011
9.26,15.7,115.1377374,-8.3710692,612.55,5.21,9.1,206.1,3,0.007
13.99,15.7,115.1377803,-8.3710692,612.88,5.75,10.1,201.3,1,0.002
18.71,15.7,115.1378232,-8.3710692,613.23,6.29,11.0,194.1,2,0.004
23.44,15.7,115.1378661,-8.3710692,613.54,6.9,12.1,185.1,4,0.009
28.17,15.7,115.137909,-8.3710692,613.75,7.68,13.5,175.4,9,0.02
32.9,15.7,115.1379519,-8.3710692,613.81,8.66,15.2,166.4,7,0.016
37.62,15.7,115.1379949,-8.3710692,613.65,9.75,17.2,159.0,1,0.002
42.35,15.7,115.1380378,-8.3710692,613.2,10.81,19.1,153.7,2,0.004
47.08,15.7,115.1380807,-8.3710692,612.53,11.68,20.7,150.4,3,0.007
51.8,15.7,115.1381236,-8.3710692,611.73,12.24,21.7,148.9,4,0.009
56.53,15.7,115.1381665,-8.3710692,610.91,12.44,22.1,149.1,5,0.011
61.26,15.7,115.1382094,-8.3710692,610.16,12.31,21.8,150.6,6,0.013
65.98,15.7,115.1382524,-8.3710692,609.52,11.93,21.1,153.3,8,0.018
70.71,15.7,115.1382953,-8.3710692,609.03,11.41,20.2,156.9,21,0.047
75.44,15.7,115.1383382,-8.3710692,608.67,10.82,19.1,160.9,15,0.034
80.16,15.7,115.1383811,-8.3710692,608.47,10.24,18.1,165.1,16,0.036
84.89,15.7,115.138424,-8.3710692,608.4,9.68,17.0,168.9,9,0.02
89.62,15.7,115.1384669,-8.3710692,608.42,9.13,16.1,171.8,21,0.047
-113.63,11.0,115.1366216,-8.3711117,623.86,2.95,5.2,190.1,1,0.002
-108.91,11.0,115.1366645,-8.3711117,623.99,2.64,4.6,163.4,1,0.002
-104.18,11.0,115.1367074,-8.3711117,623.95,3.12,5.5,135.9,2,0.004
-99.45,11.0,115.1367503,-8.3711117,623.54,4.14,7.2,119.5,4,0.009
-94.73,11.0,115.1367932,-8.3711117,623.07,5.27,9.2,111.2,1,0.002
-90.0,11.0,115.1368361,-8.3711117,622.45,6.33,11.1,106.9,2,0.004
-85.27,11.0,115.1368791,-8.3711117,621.71,7.25,12.7,104.6,3,0.007
-80.55,11.0,115.136922,-8.3711117,620.93,8.04,14.1,103.5,4,0.009
-75.82,11.0,115.1369649,-8.3711117,620.15,8.72,15.3,103.0,5,0.011
-71.09,11.0,115.1370078,-8.3711117,619.41,9.31,16.4,102.9,6,0.013
-66.37,11.0,115.1370507,-8.3711117,618.7,9.83,17.3,103.0,7,0.016
-61.64,11.0,115.1370936,-8.3711117,617.95,10.22,18.0,103.1,8,0.018
-56.91,11.0,115.1371366,-8.3711117,617.1,10.41,18.4,103.1,9,0.02
-52.19,11.0,115.1371795,-8.3711117,616.11,10.33,18.2,103.0,10,0.022
-47.46,11.0,115.1372224,-8.3711117,615.04,9.92,17.5,103.0,11,0.025
-42.73,11.0,115.1372653,-8.3711117,614.01,9.15,16.1,103.2,12,0.027
-38.01,11.0,115.1373082,-8.3711117,613.14,8.08,14.2,103.9,13,0.029
-33.28,11.0,115.1373511,-8.3711117,612.55,6.79,11.9,105.8,14,0.031
-28.55,11.0,115.137394,-8.3711117,612.21,5.43,9.5,109.5,15,0.034
-23.83,11.0,115.137437,-8.3711117,612.05,4.15,7.3,116.7,17,0.038
-19.1,11.0,115.1374799,-8.3711117,611.97,3.11,5.4,130.1,141,0.315
-14.37,11.0,115.1375228,-8.3711117,611.91,2.53,4.4,151.6,408,0.911
-9.65,11.0,115.1375657,-8.3711117,611.86,2.53,4.4,175.6,20,0.045
-4.92,11.0,115.1376086,-8.3711117,611.84,2.96,5.2,192.0,66,0.147
-0.19,11.0,115.1376515,-8.3711117,611.9,3.56,6.2,199.8,13,0.029
4.53,11.0,115.1376945,-8.3711117,612.04,4.2,7.3,201.6,6,0.013
9.26,11.0,115.1377374,-8.3711117,612.25,4.83,8.4,199.3,4,0.009
13.99,11.0,115.1377803,-8.3711117,612.49,5.47,9.6,194.0,2,0.004
18.71,11.0,115.1378232,-8.3711117,612.74,6.19,10.8,186.5,3,0.007
23.44,11.0,115.1378661,-8.3711117,612.94,7.06,12.4,178.0,5,0.011
28.17,11.0,115.137909,-8.3711117,613.05,8.1,14.2,169.6,10,0.022
32.9,11.0,115.1379519,-8.3711117,613.01,9.27,16.3,162.2,8,0.018
37.62,11.0,115.1379949,-8.3711117,612.75,10.46,18.5,156.5,1,0.002
42.35,11.0,115.1380378,-8.3711117,612.22,11.51,20.4,152.4,2,0.004
47.08,11.0,115.1380807,-8.3711117,611.48,12.29,21.8,149.9,3,0.007
51.8,11.0,115.1381236,-8.3711117,610.63,12.7,22.5,149.0,4,0.009
56.53,11.0,115.1381665,-8.3711117,609.79,12.73,22.6,149.5,5,0.011
61.26,11.0,115.1382094,-8.3711117,609.05,12.43,22.0,151.3,6,0.013
65.98,11.0,115.1382524,-8.3711117,608.45,11.92,21.1,154.2,7,0.016
70.71,11.0,115.1382953,-8.3711117,608.0,11.3,20.0,158.1,30,0.067
75.44,11.0,115.1383382,-8.3711117,607.7,10.68,18.9,162.5,16,0.036
80.16,11.0,115.1383811,-8.3711117,607.54,10.11,17.8,167.1,17,0.038
84.89,11.0,115.138424,-8.3711117,607.5,9.61,16.9,171.3,10,0.022
-108.91,6.31,115.1366645,-8.3711541,623.89,3.31,5.8,172.6,2,0.004
-104.18,6.31,115.1367074,-8.3711541,623.84,3.55,6.2,147.4,1,0.002
-99.45,6.31,115.1367503,-8.3711541,623.37,4.36,7.6,128.8,3,0.007
-94.73,6.31,115.1367932,-8.3711541,622.89,5.39,9.4,117.8,5,0.011
-90.0,6.31,115.1368361,-8.3711541,622.31,6.4,11.2,111.4,1,0.002
-85.27,6.31,115.1368791,-8.3711541,621.65,7.32,12.8,107.6,2,0.004
-80.55,6.31,115.136922,-8.3711541,620.94,8.12,14.3,105.3,3,0.007
-75.82,6.31,115.1369649,-8.3711541,620.18,8.82,15.5,104.0,4,0.009
-71.09,6.31,115.1370078,-8.3711541,619.41,9.43,16.6,103.3,5,0.011
-66.37,6.31,115.1370507,-8.3711541,618.6,9.92,17.5,103.0,6,0.013
-61.64,6.31,115.1370936,-8.3711541,617.74,10.26,18.1,102.9,7,0.016
-56.91,6.31,115.1371366,-8.3711541,616.83,10.39,18.3,102.8,8,0.018
-52.19,6.31,115.1371795,-8.3711541,615.85,10.23,18.1,102.6,9,0.02
-47.46,6.31,115.1372224,-8.3711541,614.86,9.77,17.2,102.4,10,0.022
-42.73,6.31,115.1372653,-8.3711541,613.93,8.99,15.8,102.6,11,0.025
-38.01,6.31,115.1373082,-8.3711541,613.13,7.95,14.0,103.4,12,0.027
-33.28,6.31,115.1373511,-8.3711541,612.55,6.73,11.8,105.4,13,0.029
-28.55,6.31,115.137394,-8.3711541,612.17,5.46,9.6,109.3,14,0.031
-23.83,6.31,115.137437,-8.3711541,611.93,4.28,7.5,116.6,16,0.036
-19.1,6.31,115.1374799,-8.3711541,611.79,3.31,5.8,129.1,18,0.04
-14.37,6.31,115.1375228,-8.3711541,611.69,2.74,4.8,147.9,142,0.317
-9.65,6.31,115.1375657,-8.3711541,611.63,2.65,4.6,168.7,429,0.958
-4.92,6.31,115.1376086,-8.3711541,611.62,2.94,5.1,184.2,67,0.15
-0.19,6.31,115.1376515,-8.3711541,611.67,3.42,6.0,192.1,14,0.031
4.53,6.31,115.1376945,-8.3711541,611.78,3.98,7.0,193.8,7,0.016
9.26,6.31,115.1377374,-8.3711541,611.93,4.6,8.0,191.0,5,0.011
13.99,6.31,115.1377803,-8.3711541,612.09,5.32,9.3,185.3,3,0.007
18.71,6.31,115.1378232,-8.3711541,612.24,6.21,10.9,177.9,4,0.009
23.44,6.31,115.1378661,-8.3711541,612.33,7.29,12.8,170.4,6,0.013
28.17,6.31,115.137909,-8.3711541,612.32,8.52,15.0,163.5,11,0.025
32.9,6.31,115.1379519,-8.3711541,612.16,9.82,17.3,157.9,1,0.002
37.62,6.31,115.1379949,-8.3711541,611.8,11.03,19.5,153.7,9,0.02
42.35,6.31,115.1380378,-8.3711541,611.2,12.01,21.3,150.8,2,0.004
47.08,6.31,115.1380807,-8.3711541,610.41,12.64,22.4,149.2,3,0.007
51.8,6.31,115.1381236,-8.3711541,609.55,12.87,22.8,148.9,4,0.009
56.53,6.31,115.1381665,-8.3711541,608.71,12.71,22.6,149.8,5,0.011
61.26,6.31,115.1382094,-8.3711541,608.01,12.25,21.7,151.8,6,0.013
65.98,6.31,115.1382524,-8.3711541,607.47,11.61,20.6,155.0,14,0.031
70.71,6.31,115.1382953,-8.3711541,607.08,10.93,19.3,159.0,31,0.069
75.44,6.31,115.1383382,-8.3711541,606.83,10.3,18.2,163.7,17,0.038
80.16,6.31,115.1383811,-8.3711541,606.71,9.78,17.2,168.6,18,0.04
84.89,6.31,115.138424,-8.3711541,606.7,9.37,16.5,173.2,11,0.025
-104.18,1.61,115.1367074,-8.3711966,623.62,4.16,7.3,157.0,1,0.002
-99.45,1.61,115.1367503,-8.3711966,623.11,4.72,8.3,138.5,2,0.004
-94.73,1.61,115.1367932,-8.3711966,622.63,5.58,9.8,125.7,4,0.009
-90.0,1.61,115.1368361,-8.3711966,622.12,6.49,11.4,117.4,6,0.013
-85.27,1.61,115.1368791,-8.3711966,621.57,7.36,12.9,112.1,1,0.002
-80.55,1.61,115.136922,-8.3711966,620.95,8.16,14.3,108.5,2,0.004
-75.82,1.61,115.1369649,-8.3711966,620.25,8.89,15.6,106.3,3,0.007
-71.09,1.61,115.1370078,-8.3711966,619.43,9.51,16.8,104.9,4,0.009
-66.37,1.61,115.1370507,-8.3711966,618.52,10.0,17.6,104.1,5,0.011
-61.64,1.61,115.1370936,-8.3711966,617.55,10.29,18.2,103.6,6,0.013
-56.91,1.61,115.1371366,-8.3711966,616.57,10.35,18.3,103.2,7,0.016
-52.19,1.61,115.1371795,-8.3711966,615.61,10.14,17.9,102.9,8,0.018
-47.46,1.61,115.1372224,-8.3711966,614.71,9.64,17.0,102.8,9,0.02
-42.73,1.61,115.1372653,-8.3711966,613.88,8.87,15.6,103.0,10,0.022
-38.01,1.61,115.1373082,-8.3711966,613.16,7.89,13.9,103.9,11,0.025
-33.28,1.61,115.1373511,-8.3711966,612.57,6.76,11.9,106.1,12,0.027
-28.55,1.61,115.137394,-8.3711966,612.11,5.59,9.8,110.3,13,0.029
-23.83,1.61,115.137437,-8.3711966,611.76,4.49,7.9,117.6,15,0.034
