x_m,y_m,lon,lat,elev_m,lereng_deg,lereng_persen,arah_hadap_deg,akumulasi_sel,tangkapan_ha
-61.64,123.7,115.1370936,-8.3700927,620.54,2.95,5.1,71.5,25,0.056
-66.37,119.01,115.1370507,-8.3701352,621.08,2.77,4.8,88.0,23,0.051
-61.64,119.01,115.1370936,-8.3701352,620.7,2.44,4.3,77.5,24,0.054
-56.91,119.01,115.1371366,-8.3701352,620.43,2.19,3.8,64.7,24,0.054
-52.19,119.01,115.1371795,-8.3701352,620.34,2.09,3.6,51.5,2,0.004
-66.37,114.31,115.1370507,-8.3701776,621.07,2.36,4.1,96.8,22,0.049
-61.64,114.31,115.1370936,-8.3701776,620.87,1.96,3.4,86.6,23,0.051
-56.91,114.31,115.1371366,-8.3701776,620.74,1.67,2.9,73.0,1,0.002
-52.19,114.31,115.1371795,-8.3701776,620.71,1.54,2.7,58.3,24,0.054
-47.46,114.31,115.1372224,-8.3701776,620.76,1.59,2.8,47.5,2,0.004
-71.09,109.62,115.1370078,-8.3702201,621.08,2.55,4.4,108.9,20,0.045
-66.37,109.62,115.1370507,-8.3702201,621.01,2.06,3.6,105.6,21,0.047
-61.64,109.62,115.1370936,-8.3702201,620.97,1.64,2.9,99.9,22,0.049
-56.91,109.62,115.1371366,-8.3702201,620.96,1.29,2.2,91.2,23,0.051
-52.19,109.62,115.1371795,-8.3702201,620.98,1.07,1.9,79.8,1,0.002
-47.46,109.62,115.1372224,-8.3702201,621.01,1.03,1.8,68.9,1,0.002
-42.73,109.62,115.1372653,-8.3702201,621.02,1.18,2.1,63.4,1,0.002
-38.01,109.62,115.1373082,-8.3702201,620.98,1.49,2.6,63.3,1,0.002
-19.1,109.62,115.1374799,-8.3702201,619.96,3.66,6.4,71.3,1,0.002
-14.37,109.62,115.1375228,-8.3702201,619.53,4.22,7.4,72.7,2,0.004
-71.09,104.92,115.1370078,-8.3702625,620.89,2.36,4.1,109.5,19,0.042
-66.37,104.92,115.1370507,-8.3702625,620.89,1.92,3.4,111.1,20,0.045
-61.64,104.92,115.1370936,-8.3702625,620.92,1.55,2.7,113.0,1,0.002
-56.91,104.92,115.1371366,-8.3702625,620.96,1.25,2.2,115.5,1,0.002
-52.19,104.92,115.1371795,-8.3702625,621.01,1.03,1.8,117.8,1,0.002
-47.46,104.92,115.1372224,-8.3702625,621.04,0.94,1.6,117.1,1,0.002
-42.73,104.92,115.1372653,-8.3702625,621.05,0.98,1.7,110.8,1,0.002
-38.01,104.92,115.1373082,-8.3702625,621.01,1.2,2.1,101.3,1,0.002
-33.28,104.92,115.1373511,-8.3702625,620.91,1.6,2.8,92.6,2,0.004
-28.55,104.92,115.137394,-8.3702625,620.75,2.12,3.7,86.3,3,0.007
-23.83,104.92,115.137437,-8.3702625,620.5,2.72,4.8,82.0,4,0.009
-19.1,104.92,115.1374799,-8.3702625,620.18,3.35,5.9,79.3,5,0.011
-14.37,104.92,115.1375228,-8.3702625,619.76,3.97,6.9,77.4,6,0.013
-9.65,104.92,115.1375657,-8.3702625,619.28,4.55,8.0,76.0,7,0.016
-4.92,104.92,115.1376086,-8.3702625,618.76,5.1,8.9,74.9,8,0.018
-0.19,104.92,115.1376515,-8.3702625,618.23,5.62,9.8,73.7,9,0.02
4.53,104.92,115.1376945,-8.3702625,617.73,6.09,10.7,72.3,10,0.022
-75.82,100.22,115.1369649,-8.370305,620.82,2.77,4.8,100.5,16,0.036
-71.09,100.22,115.1370078,-8.370305,620.75,2.29,4.0,104.4,17,0.038
-66.37,100.22,115.1370507,-8.370305,620.73,1.93,3.4,110.4,18,0.04
-61.64,100.22,115.1370936,-8.370305,620.73,1.66,2.9,118.9,21,0.047
-56.91,100.22,115.1371366,-8.370305,620.75,1.5,2.6,129.3,2,0.004
-52.19,100.22,115.1371795,-8.370305,620.8,1.44,2.5,139.3,2,0.004
-47.46,100.22,115.1372224,-8.370305,620.84,1.46,2.5,145.4,2,0.004
-42.73,100.22,115.1372653,-8.370305,620.87,1.51,2.6,145.3,2,0.004
-38.01,100.22,115.1373082,-8.370305,620.87,1.6,2.8,138.8,2,0.004
-33.28,100.22,115.1373511,-8.370305,620.82,1.75,3.1,127.2,1,0.002
-28.55,100.22,115.137394,-8.370305,620.71,2.03,3.5,113.8,1,0.002
-23.83,100.22,115.137437,-8.370305,620.54,2.45,4.3,101.9,1,0.002
-19.1,100.22,115.1374799,-8.370305,620.28,2.98,5.2,92.8,2,0.004
-14.37,100.22,115.1375228,-8.370305,619.93,3.56,6.2,86.2,3,0.007
-9.65,100.22,115.1375657,-8.370305,619.5,4.16,7.3,81.5,4,0.009
-4.92,100.22,115.1376086,-8.370305,619.02,4.73,8.3,78.0,5,0.011
-0.19,100.22,115.1376515,-8.370305,618.52,5.26,9.2,75.1,6,0.013
4.53,100.22,115.1376945,-8.370305,618.03,5.74,10.0,72.5,7,0.016
9.26,100.22,115.1377374,-8.370305,617.53,6.14,10.8,69.9,8,0.018
13.99,100.22,115.1377803,-8.370305,617.02,6.44,11.3,67.3,8,0.018
-80.55,95.53,115.136922,-8.3703474,620.98,3.39,5.9,88.4,14,0.031
-75.82,95.53,115.1369649,-8.3703474,620.83,2.83,4.9,90.2,15,0.034
-71.09,95.53,115.1370078,-8.3703474,620.7,2.4,4.2,95.2,16,0.036
-66.37,95.53,115.1370507,-8.3703474,620.58,2.09,3.6,103.9,17,0.038
-61.64,95.53,115.1370936,-8.3703474,620.49,1.9,3.3,116.3,19,0.042
-56.91,95.53,115.1371366,-8.3703474,620.44,1.86,3.2,130.5,22,0.049
-52.19,95.53,115.1371795,-8.3703474,620.45,1.95,3.4,143.3,3,0.007
-47.46,95.53,115.1372224,-8.3703474,620.5,2.1,3.7,152.0,3,0.007
-42.73,95.53,115.1372653,-8.3703474,620.55,2.25,3.9,155.9,3,0.007
-38.01,95.53,115.1373082,-8.3703474,620.6,2.35,4.1,155.0,3,0.007
-33.28,95.53,115.1373511,-8.3703474,620.61,2.39,4.2,149.5,3,0.007
-28.55,95.53,115.137394,-8.3703474,620.56,2.42,4.2,139.7,2,0.004
-23.83,95.53,115.137437,-8.3703474,620.45,2.53,4.4,126.8,2,0.004
-19.1,95.53,115.1374799,-8.3703474,620.26,2.78,4.9,113.3,1,0.002
-14.37,95.53,115.1375228,-8.3703474,620.0,3.18,5.6,101.4,2,0.004
-9.65,95.53,115.1375657,-8.3703474,619.66,3.67,6.4,92.0,3,0.007
-4.92,95.53,115.1376086,-8.3703474,619.27,4.2,7.3,84.9,4,0.009
-0.19,95.53,115.1376515,-8.3703474,618.82,4.73,8.3,79.3,5,0.011
4.53,95.53,115.1376945,-8.3703474,618.35,5.23,9.2,74.7,6,0.013
9.26,95.53,115.1377374,-8.3703474,617.84,5.67,9.9,70.8,7,0.016
13.99,95.53,115.1377803,-8.3703474,617.3,6.01,10.5,67.3,6,0.013
18.71,95.53,115.1378232,-8.3703474,616.73,6.21,10.9,63.7,6,0.013
23.44,95.53,115.1378661,-8.3703474,616.12,6.21,10.9,59.8,3,0.007
-80.55,90.83,115.136922,-8.3703899,621.14,3.53,6.2,78.9,16,0.036
-75.82,90.83,115.1369649,-8.3703899,620.95,3.08,5.4,80.5,17,0.038
-71.09,90.83,115.1370078,-8.3703899,620.73,2.72,4.7,85.9,18,0.04
-66.37,90.83,115.1370507,-8.3703899,620.5,2.44,4.3,95.6,19,0.042
-61.64,90.83,115.1370936,-8.3703899,620.29,2.29,4.0,109.2,37,0.083
-56.91,90.83,115.1371366,-8.3703899,620.15,2.29,4.0,124.8,20,0.045
-52.19,90.83,115.1371795,-8.3703899,620.09,2.44,4.3,139.4,23,0.051
-47.46,90.83,115.1372224,-8.3703899,620.1,2.69,4.7,150.5,4,0.009
-42.73,90.83,115.1372653,-8.3703899,620.16,2.95,5.1,157.4,4,0.009
-38.01,90.83,115.1373082,-8.3703899,620.23,3.13,5.5,160.4,7,0.016
-33.28,90.83,115.1373511,-8.3703899,620.27,3.21,5.6,159.7,1,0.002
-28.55,90.83,115.137394,-8.3703899,620.28,3.17,5.5,155.6,4,0.009
-23.83,90.83,115.137437,-8.3703899,620.24,3.08,5.4,147.7,3,0.007
-19.1,90.83,115.1374799,-8.3703899,620.14,3.03,5.3,136.4,3,0.007
-14.37,90.83,115.1375228,-8.3703899,619.97,3.09,5.4,123.0,1,0.002
-9.65,90.83,115.1375657,-8.3703899,619.73,3.3,5.8,109.5,1,0.002
-4.92,90.83,115.1376086,-8.3703899,619.42,3.65,6.4,97.6,2,0.004
-0.19,90.83,115.1376515,-8.3703899,619.04,4.09,7.1,87.9,3,0.007
4.53,90.83,115.1376945,-8.3703899,618.61,4.56,8.0,80.1,4,0.009
9.26,90.83,115.1377374,-8.3703899,618.11,5.03,8.8,73.7,5,0.011
13.99,90.83,115.1377803,-8.3703899,617.57,5.43,9.5,68.4,5,0.011
18.71,90.83,115.1378232,-8.3703899,616.99,5.72,10.0,63.7,2,0.004
23.44,90.83,115.1378661,-8.3703899,616.38,5.84,10.2,59.2,5,0.011
28.17,90.83,115.137909,-8.3703899,615.78,5.75,10.1,54.6,5,0.011
32.9,90.83,115.1379519,-8.3703899,615.26,5.44,9.5,49.6,4,0.009
37.62,90.83,115.1379949,-8.3703899,614.88,4.93,8.6,44.0,6,0.013
42.35,90.83,115.1380378,-8.3703899,614.68,4.28,7.5,37.6,5,0.011
-85.27,86.14,115.1368791,-8.3704324,621.6,4.12,7.2,73.3,22,0.049
-80.55,86.14,115.136922,-8.3704324,621.38,3.75,6.6,72.2,23,0.051
-75.82,86.14,115.1369649,-8.3704324,621.15,3.44,6.0,74.2,24,0.054
-71.09,86.14,115.1370078,-8.3704324,620.86,3.18,5.6,79.9,25,0.056
-66.37,86.14,115.1370507,-8.3704324,620.55,2.97,5.2,89.4,26,0.058
-61.64,86.14,115.1370936,-8.3704324,620.24,2.84,5.0,102.3,27,0.06
-56.91,86.14,115.1371366,-8.3704324,619.99,2.83,4.9,117.3,38,0.085
-52.19,86.14,115.1371795,-8.3704324,619.83,2.98,5.2,132.5,21,0.047
-47.46,86.14,115.1372224,-8.3704324,619.76,3.25,5.7,145.3,24,0.054
-42.73,86.14,115.1372653,-8.3704324,619.75,3.58,6.3,154.7,5,0.011
-38.01,86.14,115.1373082,-8.3704324,619.79,3.86,6.8,160.7,12,0.027
-33.28,86.14,115.1373511,-8.3704324,619.85,4.04,7.1,163.5,2,0.004
-28.55,86.14,115.137394,-8.3704324,619.91,4.06,7.1,163.4,5,0.011
-23.83,86.14,115.137437,-8.3704324,619.94,3.94,6.9,160.3,1,0.002
-19.1,86.14,115.1374799,-8.3704324,619.91,3.73,6.5,154.1,4,0.009
-14.37,86.14,115.1375228,-8.3704324,619.82,3.5,6.1,144.7,4,0.009
-9.65,86.14,115.1375657,-8.3704324,619.64,3.34,5.8,132.1,2,0.004
-4.92,86.14,115.1376086,-8.3704324,619.4,3.32,5.8,117.6,1,0.002
-0.19,86.14,115.1376515,-8.3704324,619.09,3.47,6.1,103.1,2,0.004
4.53,86.14,115.1376945,-8.3704324,618.71,3.79,6.6,90.2,3,0.007
9.26,86.14,115.1377374,-8.3704324,618.29,4.22,7.4,79.6,4,0.009
13.99,86.14,115.1377803,-8.3704324,617.8,4.67,8.2,71.3,1,0.002
18.71,86.14,115.1378232,-8.3704324,617.28,5.07,8.9,64.6,4,0.009
23.44,86.14,115.1378661,-8.3704324,616.71,5.34,9.3,59.2,4,0.009
28.17,86.14,115.137909,-8.3704324,616.16,5.41,9.5,54.4,3,0.007
32.9,86.14,115.1379519,-8.3704324,615.66,5.26,9.2,50.0,5,0.011
37.62,86.14,115.1379949,-8.3704324,615.27,4.89,8.6,45.9,4,0.009
42.35,86.14,115.1380378,-8.3704324,615.04,4.32,7.5,42.0,5,0.011
47.08,86.14,115.1380807,-8.3704324,614.96,3.6,6.3,38.7,5,0.011
51.8,86.14,115.1381236,-8.3704324,614.97,2.82,4.9,36.7,5,0.011
56.53,86.14,115.1381665,-8.3704324,615.02,2.05,3.6,38.1,5,0.011
61.26,86.14,115.1382094,-8.3704324,615.07,1.38,2.4,48.0,1,0.002
65.98,86.14,115.1382524,-8.3704324,615.09,1.01,1.8,76.6,1,0.002
70.71,86.14,115.1382953,-8.3704324,615.05,1.19,2.1,110.2,1,0.002
75.44,86.14,115.1383382,-8.3704324,614.94,1.71,3.0,125.4,2,0.004
80.16,86.14,115.1383811,-8.3704324,614.75,2.3,4.0,130.2,2,0.004
84.89,86.14,115.138424,-8.3704324,614.5,2.85,5.0,131.1,2,0.004
89.62,86.14,115.1384669,-8.3704324,614.21,3.32,5.8,130.2,3,0.007
94.34,86.14,115.1385098,-8.3704324,613.95,3.7,6.5,128.0,3,0.007
99.07,86.14,115.1385528,-8.3704324,613.73,3.99,7.0,124.6,3,0.007
103.8,86.14,115.1385957,-8.3704324,613.54,4.23,7.4,119.8,3,0.007
-85.27,81.44,115.1368791,-8.3704748,621.91,4.16,7.3,69.4,23,0.051
-80.55,81.44,115.136922,-8.3704748,621.68,3.97,6.9,69.0,24,0.054
-75.82,81.44,115.1369649,-8.3704748,621.41,3.82,6.7,71.9,25,0.056
-71.09,81.44,115.1370078,-8.3704748,621.09,3.7,6.5,77.9,26,0.058
-66.37,81.44,115.1370507,-8.3704748,620.72,3.6,6.3,86.8,27,0.06
-61.64,81.44,115.1370936,-8.3704748,620.34,3.53,6.2,98.1,28,0.063
-56.91,81.44,115.1371366,-8.3704748,619.99,3.53,6.2,111.4,56,0.125
-52.19,81.44,115.1371795,-8.3704748,619.71,3.64,6.4,125.5,39,0.087
-47.46,81.44,115.1372224,-8.3704748,619.5,3.88,6.8,138.9,22,0.049
-42.73,81.44,115.1372653,-8.3704748,619.37,4.21,7.4,150.0,25,0.056
-38.01,81.44,115.1373082,-8.3704748,619.32,4.56,8.0,158.3,18,0.04
-33.28,81.44,115.1373511,-8.3704748,619.36,4.83,8.5,163.7,3,0.007
-28.55,81.44,115.137394,-8.3704748,619.44,4.96,8.7,166.6,6,0.013
-23.83,81.44,115.137437,-8.3704748,619.53,4.92,8.6,166.9,2,0.004
-19.1,81.44,115.1374799,-8.3704748,619.57,4.7,8.2,164.9,5,0.011
-14.37,81.44,115.1375228,-8.3704748,619.53,4.34,7.6,160.3,1,0.002
-9.65,81.44,115.1375657,-8.3704748,619.39,3.89,6.8,152.6,5,0.011
-4.92,81.44,115.1376086,-8.3704748,619.19,3.46,6.0,141.2,3,0.007
-0.19,81.44,115.1376515,-8.3704748,618.94,3.16,5.5,125.9,1,0.002
4.53,81.44,115.1376945,-8.3704748,618.65,3.1,5.4,108.0,1,0.002
9.26,81.44,115.1377374,-8.3704748,618.33,3.32,5.8,90.9,2,0.004
13.99,81.44,115.1377803,-8.3704748,617.98,3.74,6.5,77.3,3,0.007
18.71,81.44,115.1378232,-8.3704748,617.57,4.22,7.4,67.5,3,0.007
23.44,81.44,115.1378661,-8.3704748,617.12,4.65,8.1,60.4,2,0.004
28.17,81.44,115.137909,-8.3704748,616.65,4.92,8.6,55.3,4,0.009
32.9,81.44,115.1379519,-8.3704748,616.2,4.97,8.7,51.6,3,0.007
37.62,81.44,115.1379949,-8.3704748,615.8,4.78,8.4,49.0,4,0.009
42.35,81.44,115.1380378,-8.3704748,615.52,4.35,7.6,47.6,4,0.009
47.08,81.44,115.1380807,-8.3704748,615.32,3.73,6.5,47.7,4,0.009
51.8,81.44,115.1381236,-8.3704748,615.19,3.02,5.3,50.3,4,0.009
56.53,81.44,115.1381665,-8.3704748,615.09,2.32,4.1,57.7,1,0.002
61.26,81.44,115.1382094,-8.3704748,615.02,1.81,3.2,72.9,2,0.004
65.98,81.44,115.1382524,-8.3704748,614.93,1.66,2.9,95.3,3,0.007
70.71,81.44,115.1382953,-8.3704748,614.81,1.89,3.3,114.3,2,0.004
75.44,81.44,115.1383382,-8.3704748,614.66,2.33,4.1,124.6,2,0.004
80.16,81.44,115.1383811,-8.3704748,614.45,2.81,4.9,129.2,3,0.007
84.89,81.44,115.138424,-8.3704748,614.2,3.26,5.7,130.9,3,0.007
89.62,81.44,115.1384669,-8.3704748,613.94,3.63,6.3,131.2,3,0.007
94.34,81.44,115.1385098,-8.3704748,613.69,3.91,6.8,130.4,4,0.009
99.07,81.44,115.1385528,-8.3704748,613.48,4.11,7.2,128.4,4,0.009
103.8,81.44,115.1385957,-8.3704748,613.29,4.25,7.4,125.2,4,0.009
108.52,81.44,115.1386386,-8.3704748,613.07,4.33,7.6,120.6,4,0.009
113.25,81.44,115.1386815,-8.3704748,612.8,4.38,7.7,114.8,1,0.002
117.98,81.44,115.1387244,-8.3704748,612.43,4.39,7.7,108.2,2,0.004
-90.0,76.75,115.1368361,-8.3705173,622.46,4.25,7.4,70.6,11,0.025
-85.27,76.75,115.1368791,-8.3705173,622.23,4.14,7.2,68.6,12,0.027
-80.55,76.75,115.136922,-8.3705173,621.99,4.11,7.2,69.4,13,0.029
-75.82,76.75,115.1369649,-8.3705173,621.7,4.14,7.2,73.1,14,0.031
-71.09,76.75,115.1370078,-8.3705173,621.35,4.19,7.3,79.3,15,0.034
-66.37,76.75,115.1370507,-8.3705173,620.95,4.25,7.4,87.4,16,0.036
-61.64,76.75,115.1370936,-8.3705173,620.51,4.29,7.5,97.1,17,0.038
-56.91,76.75,115.1371366,-8.3705173,620.07,4.34,7.6,108.2,18,0.04
-52.19,76.75,115.1371795,-8.3705173,619.65,4.44,7.8,120.4,57,0.127
-47.46,76.75,115.1372224,-8.3705173,619.29,4.62,8.1,132.9,40,0.089
-42.73,76.75,115.1372653,-8.3705173,619.0,4.9,8.6,144.6,23,0.051
-38.01,76.75,115.1373082,-8.3705173,618.84,5.25,9.2,154.4,26,0.058
-33.28,76.75,115.1373511,-8.3705173,618.81,5.59,9.8,161.8,22,0.049
-28.55,76.75,115.137394,-8.3705173,618.89,5.82,10.2,167.0,7,0.016
-23.83,76.75,115.137437,-8.3705173,619.0,5.88,10.3,169.9,3,0.007
-19.1,76.75,115.1374799,-8.3705173,619.09,5.73,10.0,170.8,6,0.013
-14.37,76.75,115.1375228,-8.3705173,619.08,5.35,9.4,169.9,2,0.004
-9.65,76.75,115.1375657,-8.3705173,618.98,4.79,8.4,166.9,6,0.013
-4.92,76.75,115.1376086,-8.3705173,618.82,4.1,7.2,161.0,1,0.002
-0.19,76.75,115.1376515,-8.3705173,618.64,3.4,5.9,151.0,4,0.009
4.53,76.75,115.1376945,-8.3705173,618.46,2.82,4.9,134.9,2,0.004
9.26,76.75,115.1377374,-8.3705173,618.27,2.57,4.5,112.7,1,0.002
13.99,76.75,115.1377803,-8.3705173,618.07,2.75,4.8,90.4,2,0.004
18.71,76.75,115.1378232,-8.3705173,617.82,3.23,5.6,74.3,1,0.002
23.44,76.75,115.1378661,-8.3705173,617.52,3.78,6.6,64.3,3,0.007
28.17,76.75,115.137909,-8.3705173,617.16,4.24,7.4,58.4,2,0.004
32.9,76.75,115.1379519,-8.3705173,616.77,4.51,7.9,55.2,3,0.007
37.62,76.75,115.1379949,-8.3705173,616.39,4.54,7.9,53.9,3,0.007
42.35,76.75,115.1380378,-8.3705173,616.02,4.32,7.6,54.5,3,0.007
47.08,76.75,115.1380807,-8.3705173,615.68,3.89,6.8,57.0,3,0.007
51.8,76.75,115.1381236,-8.3705173,615.38,3.35,5.8,62.1,1,0.002
56.53,76.75,115.1381665,-8.3705173,615.12,2.81,4.9,71.0,2,0.004
61.26,76.75,115.1382094,-8.3705173,614.9,2.43,4.3,84.2,3,0.007
65.98,76.75,115.1382524,-8.3705173,614.72,2.33,4.1,99.7,4,0.009
70.71,76.75,115.1382953,-8.3705173,614.55,2.48,4.3,112.8,4,0.009
75.44,76.75,115.1383382,-8.3705173,614.37,2.8,4.9,121.3,3,0.007
80.16,76.75,115.1383811,-8.3705173,614.16,3.18,5.6,126.1,3,0.007
84.89,76.75,115.138424,-8.3705173,613.93,3.54,6.2,128.7,4,0.009
89.62,76.75,115.1384669,-8.3705173,613.68,3.84,6.7,130.1,4,0.009
94.34,76.75,115.1385098,-8.3705173,613.45,4.06,7.1,130.6,4,0.009
99.07,76.75,115.1385528,-8.3705173,613.23,4.19,7.3,130.2,5,0.011
103.8,76.75,115.1385957,-8.3705173,613.03,4.25,7.4,128.6,5,0.011
108.52,76.75,115.1386386,-8.3705173,612.8,4.24,7.4,125.5,5,0.011
113.25,76.75,115.1386815,-8.3705173,612.54,4.18,7.3,120.9,5,0.011
117.98,76.75,115.1387244,-8.3705173,612.2,4.1,7.2,115.0,1,0.002
122.7,76.75,115.1387673,-8.3705173,611.82,4.0,7.0,108.4,2,0.004
127.43,76.75,115.1388102,-8.3705173,611.43,3.9,6.8,101.9,3,0.007
-94.73,72.05,115.1367932,-8.3705597,622.93,4.2,7.3,74.9,27,0.06
-90.0,72.05,115.1368361,-8.3705597,622.73,4.07,7.1,71.9,28,0.063
-85.27,72.05,115.1368791,-8.3705597,622.52,4.08,7.1,71.0,29,0.065
-80.55,72.05,115.136922,-8.3705597,622.26,4.2,7.3,72.9,30,0.067
-75.82,72.05,115.1369649,-8.3705597,621.96,4.4,7.7,77.2,31,0.069
-71.09,72.05,115.1370078,-8.3705597,621.59,4.65,8.1,83.1,32,0.071
-66.37,72.05,115.1370507,-8.3705597,621.15,4.89,8.6,90.2,33,0.074
-61.64,72.05,115.1370936,-8.3705597,620.66,5.09,8.9,98.2,34,0.076
-56.91,72.05,115.1371366,-8.3705597,620.14,5.23,9.1,107.2,35,0.078
-52.19,72.05,115.1371795,-8.3705597,619.6,5.34,9.3,117.3,19,0.042
-47.46,72.05,115.1372224,-8.3705597,619.08,5.47,9.6,128.3,58,0.13
-42.73,72.05,115.1372653,-8.3705597,618.64,5.67,9.9,139.4,41,0.092
-38.01,72.05,115.1373082,-8.3705597,618.34,5.97,10.5,149.8,24,0.054
-33.28,72.05,115.1373511,-8.3705597,618.22,6.3,11.0,158.7,49,0.109
-28.55,72.05,115.137394,-8.3705597,618.25,6.59,11.6,165.6,8,0.018
-23.83,72.05,115.137437,-8.3705597,618.35,6.74,11.8,170.7,4,0.009
-19.1,72.05,115.1374799,-8.3705597,618.45,6.68,11.7,174.0,7,0.016
-14.37,72.05,115.1375228,-8.3705597,618.47,6.35,11.1,175.8,3,0.007
-9.65,72.05,115.1375657,-8.3705597,618.42,5.78,10.1,176.1,7,0.016
-4.92,72.05,115.1376086,-8.3705597,618.34,5.01,8.8,174.6,2,0.004
-0.19,72.05,115.1376515,-8.3705597,618.25,4.11,7.2,170.6,5,0.011
4.53,72.05,115.1376945,-8.3705597,618.18,3.19,5.6,162.3,1,0.002
9.26,72.05,115.1377374,-8.3705597,618.14,2.41,4.2,145.9,3,0.007
13.99,72.05,115.1377803,-8.3705597,618.08,2.04,3.6,118.9,1,0.002
18.71,72.05,115.1378232,-8.3705597,617.98,2.24,3.9,91.1,2,0.004
23.44,72.05,115.1378661,-8.3705597,617.82,2.8,4.9,74.0,1,0.002
28.17,72.05,115.137909,-8.3705597,617.58,3.41,6.0,65.6,2,0.004
32.9,72.05,115.1379519,-8.3705597,617.27,3.9,6.8,62.0,2,0.004
37.62,72.05,115.1379949,-8.3705597,616.89,4.18,7.3,61.4,2,0.004
42.35,72.05,115.1380378,-8.3705597,616.46,4.22,7.4,63.0,2,0.004
47.08,72.05,115.1380807,-8.3705597,615.99,4.04,7.1,66.4,1,0.002
51.8,72.05,115.1381236,-8.3705597,615.53,3.71,6.5,71.9,2,0.004
56.53,72.05,115.1381665,-8.3705597,615.12,3.34,5.8,79.7,3,0.007
61.26,72.05,115.1382094,-8.3705597,614.79,3.04,5.3,89.6,4,0.009
65.98,72.05,115.1382524,-8.3705597,614.54,2.91,5.1,100.5,5,0.011
70.71,72.05,115.1382953,-8.3705597,614.33,2.98,5.2,110.3,10,0.022
75.44,72.05,115.1383382,-8.3705597,614.14,3.19,5.6,117.5,5,0.011
80.16,72.05,115.1383811,-8.3705597,613.93,3.47,6.1,122.2,4,0.009
84.89,72.05,115.138424,-8.3705597,613.7,3.76,6.6,125.5,4,0.009
89.62,72.05,115.1384669,-8.3705597,613.46,4.0,7.0,127.8,5,0.011
94.34,72.05,115.1385098,-8.3705597,613.21,4.17,7.3,129.5,5,0.011
99.07,72.05,115.1385528,-8.3705597,612.98,4.24,7.4,130.5,5,0.011
103.8,72.05,115.1385957,-8.3705597,612.75,4.23,7.4,130.4,6,0.013
108.52,72.05,115.1386386,-8.3705597,612.5,4.14,7.2,128.9,6,0.013
113.25,72.05,115.1386815,-8.3705597,612.25,4.0,7.0,125.7,6,0.013
117.98,72.05,115.1387244,-8.3705597,611.96,3.84,6.7,120.8,6,0.013
122.7,72.05,115.1387673,-8.3705597,611.66,3.7,6.5,114.8,1,0.002
127.43,72.05,115.1388102,-8.3705597,611.36,3.61,6.3,108.6,2,0.004
-94.73,67.35,115.1367932,-8.3706022,623.09,3.97,6.9,77.6,9,0.02
-90.0,67.35,115.1368361,-8.3706022,622.91,3.9,6.8,75.9,10,0.022
-85.27,67.35,115.1368791,-8.3706022,622.71,4.01,7.0,76.2,11,0.025
-80.55,67.35,115.136922,-8.3706022,622.46,4.28,7.5,78.9,12,0.027
-75.82,67.35,115.1369649,-8.3706022,622.14,4.66,8.2,83.1,13,0.029
-71.09,67.35,115.1370078,-8.3706022,621.74,5.11,8.9,88.4,14,0.031
-66.37,67.35,115.1370507,-8.3706022,621.25,5.54,9.7,94.2,15,0.034
-61.64,67.35,115.1370936,-8.3706022,620.7,5.89,10.3,100.6,16,0.036
-56.91,67.35,115.1371366,-8.3706022,620.1,6.13,10.7,107.7,17,0.038
-52.19,67.35,115.1371795,-8.3706022,619.46,6.28,11.0,115.8,36,0.08
-47.46,67.35,115.1372224,-8.3706022,618.84,6.38,11.2,124.9,20,0.045
-42.73,67.35,115.1372653,-8.3706022,618.29,6.51,11.4,134.9,59,0.132
-38.01,67.35,115.1373082,-8.3706022,617.86,6.7,11.8,145.1,42,0.094
-33.28,67.35,115.1373511,-8.3706022,617.62,6.97,12.2,154.8,74,0.165
-28.55,67.35,115.137394,-8.3706022,617.53,7.24,12.7,163.2,9,0.02
-23.83,67.35,115.137437,-8.3706022,617.55,7.43,13.0,170.1,5,0.011
-19.1,67.35,115.1374799,-8.3706022,617.61,7.43,13.0,175.5,8,0.018
-14.37,67.35,115.1375228,-8.3706022,617.67,7.2,12.6,179.5,4,0.009
-9.65,67.35,115.1375657,-8.3706022,617.72,6.7,11.7,182.3,8,0.018
-4.92,67.35,115.1376086,-8.3706022,617.77,5.97,10.5,183.7,3,0.007
-0.19,67.35,115.1376515,-8.3706022,617.82,5.06,8.9,183.5,6,0.013
4.53,67.35,115.1376945,-8.3706022,617.88,4.05,7.1,180.9,2,0.004
9.26,67.35,115.1377374,-8.3706022,617.95,3.04,5.3,174.0,4,0.009
13.99,67.35,115.1377803,-8.3706022,618.0,2.17,3.8,158.4,1,0.002
18.71,67.35,115.1378232,-8.3706022,618.01,1.73,3.0,128.6,1,0.002
23.44,67.35,115.1378661,-8.3706022,617.95,1.97,3.4,97.3,1,0.002
28.17,67.35,115.137909,-8.3706022,617.81,2.59,4.5,80.6,1,0.002
32.9,67.35,115.1379519,-8.3706022,617.57,3.25,5.7,73.9,1,0.002
37.62,67.35,115.1379949,-8.3706022,617.23,3.77,6.6,72.2,1,0.002
42.35,67.35,115.1380378,-8.3706022,616.75,4.08,7.1,73.2,1,0.002
47.08,67.35,115.1380807,-8.3706022,616.2,4.15,7.3,76.1,2,0.004
51.8,67.35,115.1381236,-8.3706022,615.63,4.03,7.0,80.5,3,0.007
56.53,67.35,115.1381665,-8.3706022,615.12,3.8,6.6,86.3,4,0.009
61.26,67.35,115.1382094,-8.3706022,614.73,3.55,6.2,93.4,5,0.011
